년도,라운드,구단,감독,상대,득점,실점,점유율,패스성공률(%),패스 성공,키패스,공격진영 패스,중앙지역 패스,수비진영 패스,롱패스,중거리패스,단거리패스,전방패스,횡패스,후방패스,크로스,패스,공격진영 패스 비율,단거리패스 비율,전방패스 비율
2022,37,김천,김태완,대구,1,1,67.9,0.91,694,9,109,446,139,34,228,432,216,317,161,3,762,0.1430446194,0.5669291339,0.2834645669
2022,37,인천,조성환,포항,1,1,44.7,0.81,328,5,68,191,69,31,116,181,122,113,93,3,404,0.1683168317,0.448019802,0.301980198
2022,37,포항,김기동,인천,1,1,55.3,0.87,491,7,49,284,158,53,193,245,140,230,121,3,564,0.08687943262,0.4343971631,0.2482269504
2022,37,서울,안익수,성남,0,1,58.1,0.86,481,8,106,238,137,40,187,254,175,194,112,9,559,0.1896243292,0.4543828265,0.313059034
2022,37,성남,정경호,서울,1,0,41.9,0.74,261,3,40,124,97,33,85,143,100,85,76,3,352,0.1136363636,0.40625,0.2840909091
2022,38,수원FC,김도균,서울,0,2,54.9,0.82,418,7,39,179,200,45,195,178,128,190,100,6,509,0.07662082515,0.3497053045,0.2514734774
2022,38,서울,안익수,수원FC,2,0,45.1,0.82,349,4,68,171,110,22,124,203,128,122,99,4,425,0.16,0.4776470588,0.3011764706
2022,38,김천,김태완,수원,1,3,65.6,0.88,475,6,76,250,149,38,191,246,163,198,114,2,539,0.1410018553,0.4564007421,0.3024118738
2022,38,수원,이병근,김천,3,1,34.4,0.71,180,7,31,90,59,25,63,92,71,64,45,8,253,0.1225296443,0.3636363636,0.2806324111
2022,38,성남,정경호,대구,4,4,65.3,0.89,523,11,96,351,76,51,211,261,182,232,109,8,587,0.1635434412,0.4446337308,0.3100511073
2022,38,대구,최원권,성남,4,4,34.7,0.68,185,1,42,80,63,24,49,112,81,64,40,2,272,0.1544117647,0.4117647059,0.2977941176
2022,38,울산,홍명보,제주,1,2,54.7,0.88,522,8,79,246,197,44,149,329,180,212,130,2,593,0.1332209106,0.5548060708,0.3035413153
2022,38,제주,남기일,울산,2,1,45.3,0.87,404,12,93,206,105,40,101,263,138,165,101,5,464,0.2004310345,0.5668103448,0.2974137931
2022,38,전북,김상식,인천,2,1,50.7,0.83,367,12,60,177,130,31,130,206,151,137,79,6,442,0.1357466063,0.4660633484,0.3416289593
2022,38,인천,조성환,전북,1,2,49.3,0.76,304,10,98,142,64,18,108,178,121,100,83,10,400,0.245,0.445,0.3025
2022,38,포항,김기동,강원,1,0,53.1,0.87,468,5,74,265,129,43,150,275,164,183,121,4,537,0.1378026071,0.5121042831,0.3054003724
2022,38,강원,최용수,포항,0,1,46.9,0.82,345,8,88,192,65,29,113,203,124,126,95,5,420,0.2095238095,0.4833333333,0.2952380952
2023,1,울산,홍명보,전북,2,1,46,0.77,265,7,48,130,87,32,94,139,95,103,67,4,344.0,0.13953488372093023,0.40406976744186046,0.2761627906976744
2023,1,전북,김상식,울산,1,2,54,0.83,360,7,89,173,98,34,126,200,130,144,86,2,433.0,0.20554272517321015,0.4618937644341801,0.3002309468822171
2023,1,서울,안익수,인천,2,1,39.4,0.81,270,9,56,146,68,25,85,160,91,105,74,4,333.0,0.16816816816816818,0.4804804804804805,0.2732732732732733
2023,1,인천,조성환,서울,1,2,60.6,0.84,495,9,86,260,149,35,180,280,158,193,144,3,589.0,0.1460101867572156,0.47538200339558573,0.26825127334465193
2023,1,수원,이병근,광주,0,1,52.4,0.86,494,4,71,265,158,51,160,283,153,213,128,4,574.0,0.12369337979094076,0.4930313588850174,0.2665505226480836
2023,1,광주,이정효,수원,1,0,47.6,0.8,347,9,63,210,74,19,116,212,127,136,84,3,433.0,0.14549653579676675,0.4896073903002309,0.29330254041570436
2023,1,포항,김기동,대구,3,2,74.6,0.92,811,7,79,635,97,46,326,439,244,355,212,4,881.0,0.08967082860385925,0.4982973893303065,0.27695800227014755
2023,1,대구,최원권,포항,2,3,25.4,0.7,175,6,30,88,57,19,47,109,70,62,43,4,250.0,0.12,0.436,0.28
2023,1,제주,남기일,수원FC,0,0,60.8,0.87,488,9,89,316,83,56,162,270,156,206,126,7,560.0,0.15892857142857142,0.48214285714285715,0.2785714285714286
2023,1,수원FC,김도균,제주,0,0,39.2,0.79,286,5,32,150,104,42,81,163,122,97,67,2,362.0,0.08839779005524862,0.45027624309392267,0.3370165745856354
2023,1,대전,이민성,강원,2,0,46.7,0.81,386,7,67,207,112,35,119,232,150,146,90,0,476.0,0.1407563025210084,0.48739495798319327,0.31512605042016806
2023,1,강원,최용수,대전,0,2,53.3,0.85,494,4,90,314,90,34,195,265,172,210,112,5,581.0,0.1549053356282272,0.45611015490533563,0.29604130808950085
2023,2,인천,조성환,대전,3,3,48.8,0.82,404,18,144,188,72,29,115,260,144,148,112,12,492.0,0.2926829268292683,0.5284552845528455,0.2926829268292683
2023,2,대전,이민성,인천,3,3,51.2,0.81,397,8,54,250,93,35,152,210,134,169,94,6,490.0,0.11020408163265306,0.42857142857142855,0.27346938775510204
2023,2,수원FC,김도균,포항,1,2,49.6,0.78,372,5,59,216,97,32,127,213,116,145,111,5,476.0,0.12394957983193278,0.4474789915966387,0.24369747899159663
2023,2,포항,김기동,수원FC,2,1,50.4,0.78,373,5,59,215,99,36,127,210,131,137,105,4,478.0,0.12343096234309624,0.4393305439330544,0.27405857740585776
2023,2,대구,최원권,제주,1,1,41.9,0.81,250,8,47,129,74,28,85,137,117,79,54,4,308.0,0.1525974025974026,0.4448051948051948,0.37987012987012986
2023,2,제주,남기일,대구,1,1,58.1,0.83,381,7,68,244,69,33,120,228,127,147,107,0,459.0,0.14814814814814814,0.49673202614379086,0.2766884531590414
2023,2,전북,김상식,수원,1,1,46.2,0.78,310,5,54,163,93,25,104,181,123,119,68,1,397.0,0.13602015113350127,0.45591939546599497,0.30982367758186397
2023,2,수원,이병근,전북,1,1,53.8,0.81,373,16,90,181,102,29,130,214,153,132,88,5,460.0,0.1956521739130435,0.4652173913043478,0.33260869565217394
2023,2,강원,최용수,울산,0,1,48.5,0.81,400,6,82,218,100,25,157,218,152,145,103,7,493.0,0.1663286004056795,0.4421906693711968,0.30831643002028397
2023,2,울산,홍명보,강원,1,0,51.5,0.85,440,5,83,274,83,35,147,258,152,182,106,4,517.0,0.16054158607350097,0.4990328820116054,0.2940038684719536
2023,2,광주,이정효,서울,0,2,49.5,0.8,375,7,49,229,97,29,139,207,122,144,109,4,468.0,0.1047008547008547,0.4423076923076923,0.2606837606837607
2023,2,서울,안익수,광주,2,0,50.5,0.87,472,7,32,260,180,37,201,234,144,189,139,6,542.0,0.05904059040590406,0.4317343173431734,0.2656826568265683
2023,3,수원FC,김도균,수원,2,1,37.7,0.82,294,7,62,146,86,24,100,170,107,111,76,5,358.0,0.17318435754189945,0.4748603351955307,0.2988826815642458
2023,3,수원,이병근,수원FC,1,2,62.3,0.89,616,7,136,373,107,36,189,391,200,262,154,4,692.0,0.19653179190751446,0.565028901734104,0.28901734104046245
2023,3,대전,이민성,포항,0,0,57.2,0.85,522,7,102,343,77,31,183,308,178,204,140,5,614.0,0.16612377850162866,0.501628664495114,0.2899022801302932
2023,3,포항,김기동,대전,0,0,42.8,0.76,269,2,30,141,98,44,115,110,90,112,67,1,353.0,0.08498583569405099,0.311614730878187,0.254957507082153
2023,3,강원,최용수,대구,1,1,57.4,0.84,444,6,74,293,77,26,165,253,143,191,110,3,528.0,0.14015151515151514,0.4791666666666667,0.2708333333333333
2023,3,대구,최원권,강원,1,1,42.6,0.75,261,8,60,152,49,30,77,154,114,89,58,5,348.0,0.1724137931034483,0.4425287356321839,0.3275862068965517
2023,3,서울,안익수,울산,1,2,43.1,0.83,406,8,48,214,144,28,158,220,128,172,106,4,489.0,0.09815950920245399,0.4498977505112474,0.261758691206544
2023,3,울산,홍명보,서울,2,1,56.9,0.85,543,3,78,296,169,25,215,303,175,209,159,2,638.0,0.12225705329153605,0.47492163009404387,0.274294670846395
2023,3,전북,김상식,광주,2,0,45.9,0.83,359,8,53,192,114,34,131,194,112,147,100,4,432.0,0.12268518518518519,0.44907407407407407,0.25925925925925924
2023,3,광주,이정효,전북,0,2,54.1,0.84,379,2,69,206,104,22,136,221,133,138,108,4,451.0,0.15299334811529933,0.49002217294900224,0.29490022172949004
2023,3,인천,조성환,제주,1,0,41.1,0.76,303,7,66,155,82,22,95,186,118,104,81,4,398.0,0.1658291457286432,0.46733668341708545,0.2964824120603015
2023,3,제주,남기일,인천,0,1,58.9,0.82,466,5,55,298,113,32,194,240,147,198,121,5,568.0,0.09683098591549295,0.4225352112676056,0.25880281690140844
2023,4,포항,김기동,강원,1,1,69.8,0.91,688,13,116,443,129,59,296,333,227,313,148,10,756,0.1534391534,0.4404761905,0.3002645503
2023,4,강원,최용수,포항,1,1,30.2,0.67,183,2,46,80,57,19,55,109,92,42,49,1,273,0.1684981685,0.3992673993,0.336996337
2023,4,광주,이정효,인천,5,0,44.3,0.84,379,8,60,220,99,30,137,212,147,128,104,4,451,0.133037694,0.4700665188,0.3259423503
2023,4,인천,조성환,광주,0,5,55.7,0.87,549,5,64,326,159,33,207,309,163,222,164,5,631,0.1014263074,0.4896988906,0.2583201268
2023,4,제주,남기일,서울,1,2,52.7,0.74,325,6,85,190,50,26,94,205,118,100,107,7,439,0.1936218679,0.4669703872,0.2687927107
2023,4,서울,안익수,제주,2,1,47.3,0.76,306,4,39,159,108,23,124,159,109,117,80,4,402,0.09701492537,0.3955223881,0.2711442786
2023,4,대구,최원권,전북,2,0,29.2,0.65,122,9,19,59,44,18,40,64,63,33,26,6,187,0.1016042781,0.3422459893,0.3368983957
2023,4,전북,김상식,대구,0,2,70.8,0.89,553,11,100,387,66,36,210,307,187,251,115,10,621,0.1610305958,0.4943639291,0.3011272142
2023,4,수원,이병근,대전,1,3,57.6,0.87,459,10,74,263,122,28,157,274,159,188,112,4,527,0.1404174573,0.5199240987,0.3017077799
2023,4,대전,이민성,수원,3,1,42.4,0.73,233,7,51,115,67,30,73,130,92,75,66,3,319,0.1598746082,0.407523511,0.2884012539
2023,4,울산,홍명보,수원FC,3,0,62.5,0.9,607,11,162,322,123,35,224,348,198,250,159,9,674,0.2403560831,0.5163204748,0.293768546
2023,4,수원FC,김도균,울산,0,3,37.5,0.79,300,3,40,160,100,34,114,152,103,112,85,3,379,0.1055408971,0.401055409,0.27176781
2023,5,전북,김상식,포항,1,2,35.8,0.8,285,6,48,156,81,25,90,170,113,109,63,2,356,0.1348314607,0.4775280899,0.3174157303
2023,5,포항,김기동,전북,2,1,64.2,0.86,577,5,67,341,169,38,279,260,188,239,150,3,670,0.1,0.3880597015,0.2805970149
2023,5,인천,조성환,대구,0,0,70.2,0.9,681,2,85,510,86,31,283,367,190,312,179,2,756,0.1124338624,0.4854497354,0.2513227513
2023,5,대구,최원권,인천,0,0,29.8,0.68,182,2,32,92,58,21,46,115,72,70,40,2,267,0.1198501873,0.4307116105,0.2696629213
2023,5,광주,이정효,수원FC,2,0,51.7,0.84,343,9,45,205,93,24,119,200,140,128,75,4,408,0.1102941176,0.4901960784,0.3431372549
2023,5,수원FC,김도균,광주,0,2,48.3,0.85,372,8,42,208,122,42,139,191,129,141,102,7,437,0.09610983982,0.4370709382,0.295194508
2023,5,대전,이민성,서울,3,2,48.3,0.8,331,9,114,148,69,40,95,196,111,116,104,7,413,0.2760290557,0.4745762712,0.2687651332
2023,5,서울,안익수,대전,2,3,51.7,0.82,408,7,69,236,103,44,162,202,145,150,113,5,497,0.138832998,0.4064386318,0.291750503
2023,5,제주,남기일,울산,1,3,42.3,0.83,332,9,42,193,97,23,100,209,121,138,73,5,400,0.105,0.5225,0.3025
2023,5,울산,홍명보,제주,3,1,57.7,0.88,548,10,94,304,150,40,179,329,195,213,140,5,622,0.1511254019,0.5289389068,0.3135048232
2023,5,수원,이병근,강원,1,1,52.1,0.87,495,5,68,306,121,45,180,270,157,221,117,4,568,0.1197183099,0.4753521127,0.2764084507
2023,5,강원,최용수,수원,1,1,47.9,0.85,449,7,51,286,112,25,190,234,133,210,106,3,528,0.09659090909,0.4431818182,0.2518939394
2023,6,울산,홍명보,수원,2,1,47.1,0.86,378,5,62,196,120,27,134,217,129,143,106,5,439,0.1412300683,0.4943052392,0.2938496583
2023,6,수원,이병근,울산,1,2,52.9,0.85,419,9,63,242,114,35,140,244,144,171,104,8,492,0.1280487805,0.4959349593,0.2926829268
2023,6,서울,안익수,대구,3,0,59.7,0.88,595,7,74,319,202,33,226,336,194,246,155,4,676,0.1094674556,0.4970414201,0.2869822485
2023,6,대구,최원권,서울,0,3,40.3,0.8,313,10,96,137,80,30,104,179,119,111,83,11,391,0.2455242967,0.4578005115,0.3043478261
2023,6,포항,김기동,광주,2,0,38.8,0.82,309,4,40,163,106,34,119,156,103,114,92,4,376,0.1063829787,0.414893617,0.2739361702
2023,6,광주,이정효,포항,0,2,61.2,0.86,432,2,69,219,144,19,170,243,151,191,90,1,502,0.1374501992,0.484063745,0.3007968127
2023,6,전북,김상식,인천,2,0,53,0.84,468,3,59,299,110,26,159,283,148,189,131,2,557,0.1059245961,0.5080789946,0.2657091562
2023,6,인천,조성환,전북,0,2,47,0.83,453,5,74,253,126,34,144,275,159,175,119,4,545,0.1357798165,0.504587156,0.2917431193
2023,6,강원,최용수,제주,0,1,45,0.69,245,8,51,142,52,32,85,128,99,75,71,2,355,0.1436619718,0.3605633803,0.2788732394
2023,6,제주,남기일,강원,1,0,55,0.78,328,5,57,188,83,33,97,198,128,120,80,3,420,0.1357142857,0.4714285714,0.3047619048
2023,6,수원FC,김도균,대전,5,3,62.2,0.86,444,11,90,247,107,58,164,222,174,171,99,7,516,0.1744186047,0.4302325581,0.3372093023
2023,6,대전,이민성,수원FC,3,5,37.8,0.74,231,4,42,125,64,21,60,150,97,63,71,2,312,0.1346153846,0.4807692308,0.3108974359
2023,7,수원,이병근,제주,2,3,50.2,0.85,396,4,46,221,129,45,162,189,139,168,89,7,465,0.09892473118,0.4064516129,0.2989247312
2023,7,제주,남기일,수원,3,2,49.8,0.81,363,6,54,207,102,37,85,241,109,158,96,5,448,0.1205357143,0.5379464286,0.2433035714
2023,7,포항,김기동,서울,1,1,57.5,0.88,553,6,97,332,124,47,190,316,164,235,154,5,628,0.1544585987,0.5031847134,0.2611464968
2023,7,서울,안익수,포항,1,1,42.5,0.83,371,3,43,144,184,27,153,191,137,133,101,2,446,0.09641255605,0.4282511211,0.3071748879
2023,7,수원FC,김도균,전북,1,0,51.6,0.84,423,11,92,223,108,39,175,209,137,169,117,6,503,0.1829025845,0.4155069583,0.2723658052
2023,7,전북,김상식,수원FC,0,1,48.4,0.88,463,4,66,294,103,32,160,271,178,177,108,5,526,0.1254752852,0.5152091255,0.3384030418
2023,7,강원,최용수,인천,0,2,53.1,0.81,416,2,62,245,109,27,165,224,150,163,103,6,513,0.1208576998,0.4366471735,0.2923976608
2023,7,인천,조성환,강원,2,0,46.9,0.77,363,4,50,204,109,24,116,223,140,131,92,4,471,0.1061571125,0.4734607219,0.2972399151
2023,7,대전,이민성,울산,2,1,49.4,0.79,355,6,95,183,77,30,110,215,116,133,106,3,449,0.2115812918,0.4788418708,0.2583518931
2023,7,울산,홍명보,대전,1,2,50.6,0.82,446,6,97,247,102,28,138,280,170,172,104,7,543,0.1786372007,0.5156537753,0.3130755064
2023,7,대구,최원권,광주,3,4,45,0.82,359,10,47,212,100,24,149,186,126,145,88,6,437,0.1075514874,0.4256292906,0.2883295195
2023,7,광주,이정효,대구,4,3,55,0.85,416,5,41,259,116,26,146,244,139,177,100,3,489,0.08384458078,0.4989775051,0.2842535787
2023,8,서울,안익수,수원,3,1,51.5,0.84,414,6,87,202,125,26,154,234,156,148,110,3,492,0.1768292683,0.4756097561,0.3170731707
2023,8,수원,최성용,서울,1,3,48.5,0.82,398,4,51,184,163,41,137,220,127,170,101,2,485,0.1051546392,0.4536082474,0.2618556701
2023,8,울산,홍명보,포항,2,2,62.6,0.87,551,9,152,282,117,26,193,332,193,221,137,8,633,0.2401263823,0.5244865719,0.3048973144
2023,8,포항,김기동,울산,2,2,37.4,0.8,273,11,64,134,75,35,98,140,109,81,83,3,341,0.1876832845,0.4105571848,0.3196480938
2023,8,대구,최원권,대전,1,0,34.6,0.7,190,10,47,101,42,17,64,109,88,61,41,7,271,0.1734317343,0.4022140221,0.3247232472
2023,8,대전,이민성,대구,0,1,65.4,0.85,491,8,101,299,91,30,152,309,162,211,118,6,577,0.1750433276,0.5355285962,0.280762565
2023,8,인천,조성환,수원FC,2,2,45.8,0.84,367,11,70,196,101,38,129,200,122,143,102,6,436,0.1605504587,0.4587155963,0.2798165138
2023,8,수원FC,김도균,인천,2,2,54.2,0.86,493,9,93,283,117,58,175,260,193,172,128,9,573,0.1623036649,0.4537521815,0.3368237347
2023,8,광주,이정효,강원,0,0,62.7,0.88,531,6,114,328,89,36,207,288,176,233,122,8,603,0.1890547264,0.4776119403,0.2918739635
2023,8,강원,최용수,광주,0,0,37.3,0.78,295,7,54,138,103,27,125,143,98,107,90,3,378,0.1428571429,0.3783068783,0.2592592593
2023,8,제주,남기일,전북,0,2,56.1,0.82,452,5,69,278,105,29,149,274,135,201,116,5,551,0.1252268603,0.497277677,0.2450090744
2023,8,전북,김상식,제주,2,0,43.9,0.8,318,4,46,200,72,19,106,193,108,138,72,2,397,0.1158690176,0.4861460957,0.2720403023
2023,9,포항,김기동,수원,1,0,56.6,0.87,481,7,81,314,86,44,161,276,155,199,127,5,552,0.1467391304,0.5,0.2807971014
2023,9,수원,최성용,포항,0,1,43.4,0.81,338,1,22,196,120,34,109,195,115,132,91,3,417,0.05275779376,0.4676258993,0.2757793765
2023,9,인천,조성환,울산,0,1,47,0.83,408,6,59,231,118,23,153,232,142,167,99,6,491,0.1201629328,0.4725050916,0.2892057026
2023,9,울산,홍명보,인천,1,0,53,0.83,505,7,104,275,126,36,135,334,171,194,140,2,608,0.1710526316,0.5493421053,0.28125
2023,9,강원,최용수,서울,3,2,32,0.69,204,5,48,112,44,12,72,120,77,68,59,5,295,0.1627118644,0.406779661,0.2610169492
2023,9,서울,안익수,강원,2,3,68,0.89,640,7,75,446,119,47,282,311,198,283,159,9,719,0.1043115438,0.4325452017,0.2753824757
2023,9,광주,이정효,제주,0,1,64,0.89,516,12,88,308,120,37,199,280,157,238,121,13,579,0.1519861831,0.4835924007,0.2711571675
2023,9,제주,남기일,광주,1,0,36,0.81,277,2,49,131,97,24,104,149,101,90,86,1,341,0.1436950147,0.4369501466,0.2961876833
2023,9,전북,김두현,대전,1,2,51.4,0.78,377,7,98,167,112,34,107,236,147,142,88,11,483,0.2028985507,0.4886128364,0.3043478261
2023,9,대전,이민성,전북,2,1,48.6,0.77,314,5,62,200,52,27,87,200,103,120,91,2,407,0.1523341523,0.4914004914,0.2530712531
2023,9,수원FC,김도균,대구,1,1,63.2,0.89,566,9,73,397,96,64,234,268,175,245,146,8,635,0.1149606299,0.4220472441,0.2755905512
2023,9,대구,최원권,수원FC,1,1,36.8,0.78,256,13,68,127,61,31,99,126,104,91,61,11,328,0.2073170732,0.3841463415,0.3170731707
2023,10,수원FC,김도균,서울,0,3,40.7,0.81,351,7,53,167,131,36,126,189,129,121,101,3,433,0.1224018476,0.4364896074,0.2979214781
2023,10,서울,안익수,수원FC,3,0,59.3,0.88,529,9,114,330,85,43,191,295,173,215,141,9,601,0.1896838602,0.4908485857,0.2878535774
2023,10,전북,김두현,강원,0,1,70.6,0.85,545,6,108,379,58,47,188,310,181,233,131,6,641,0.1684867395,0.4836193448,0.2823712949
2023,10,강원,최용수,전북,1,0,29.4,0.63,142,0,34,77,31,11,43,88,63,41,38,0,225,0.1511111111,0.3911111111,0.28
2023,10,대전,이민성,제주,0,3,61.1,0.85,467,4,100,259,108,33,163,271,176,177,114,2,549,0.1821493625,0.4936247723,0.320582878
2023,10,제주,남기일,대전,3,0,38.9,0.73,204,10,59,97,48,22,66,116,86,76,42,5,279,0.2114695341,0.4157706093,0.3082437276
2023,10,포항,김기동,인천,0,2,49.8,0.84,385,4,37,227,121,36,154,195,122,164,99,3,458,0.0807860262,0.4257641921,0.2663755459
2023,10,인천,조성환,포항,2,0,50.2,0.86,436,5,75,275,86,30,153,253,146,162,128,3,506,0.1482213439,0.5,0.2885375494
2023,10,수원,최성용,대구,0,1,68.8,0.86,594,8,96,425,73,36,216,342,180,278,136,4,690,0.1391304348,0.4956521739,0.2608695652
2023,10,대구,최원권,수원,1,0,31.2,0.69,186,5,42,86,58,19,50,117,83,68,35,3,269,0.156133829,0.4349442379,0.3085501859
2023,10,울산,홍명보,광주,2,1,50.2,0.89,500,8,98,259,143,23,194,283,137,227,136,4,561,0.174688057,0.504456328,0.2442067736
2023,10,광주,이정효,울산,1,2,49.8,0.89,434,7,75,207,152,28,144,262,149,180,105,4,487,0.1540041068,0.5379876797,0.3059548255
2023,11,대구,최원권,울산,0,3,29.2,0.76,221,6,42,113,66,24,77,120,99,82,40,4,290,0.1448275862,0.4137931034,0.3413793103
2023,11,울산,홍명보,대구,3,0,70.8,0.9,818,4,95,571,152,31,278,509,249,356,213,2,908,0.1046255507,0.5605726872,0.2742290749
2023,11,서울,안익수,전북,1,1,72,0.9,594,11,54,325,215,41,266,287,190,246,158,10,660,0.08181818182,0.4348484848,0.2878787879
2023,11,전북,김두현,서울,1,1,28,0.61,131,3,42,60,29,12,46,73,60,40,31,3,214,0.1962616822,0.3411214953,0.2803738318
2023,11,인천,조성환,수원,0,1,60.2,0.79,388,8,68,227,93,41,152,195,131,148,109,7,491,0.1384928717,0.3971486762,0.266802444
2023,11,수원,최성용,인천,1,0,39.8,0.72,213,2,45,116,52,11,77,125,86,82,45,4,295,0.1525423729,0.4237288136,0.2915254237
2023,11,제주,남기일,포항,2,1,46.6,0.84,318,3,78,169,71,28,110,180,105,133,80,2,378,0.2063492063,0.4761904762,0.2777777778
2023,11,포항,김기동,제주,1,2,53.4,0.85,416,11,66,212,138,40,161,215,157,154,105,7,489,0.1349693252,0.4396728016,0.3210633947
2023,11,수원FC,김도균,강원,2,0,50.2,0.82,338,10,49,177,112,34,126,178,141,112,85,3,412,0.1189320388,0.432038835,0.3422330097
2023,11,강원,최용수,수원FC,0,2,49.8,0.85,392,8,87,231,74,30,147,215,153,144,95,12,461,0.1887201735,0.4663774403,0.3318872017
2023,11,광주,이정효,대전,0,0,59.4,0.85,384,5,54,215,115,32,157,195,143,150,91,5,451,0.1197339246,0.4323725055,0.3170731707
2023,11,대전,이민성,광주,0,0,40.6,0.7,192,4,47,98,47,31,63,98,75,54,63,1,274,0.1715328467,0.3576642336,0.2737226277
2023,12,울산,홍명보,강원,1,0,68.7,0.91,671,3,182,386,103,48,245,378,231,260,180,3,737,0.2469470828,0.512890095,0.3134328358
2023,12,강원,최용수,울산,0,1,31.3,0.77,271,4,43,145,83,14,97,160,95,110,66,2,351,0.1225071225,0.4558404558,0.2706552707
2023,12,대구,최원권,포항,1,1,38.8,0.7,224,7,42,114,68,27,74,123,90,75,59,5,320,0.13125,0.384375,0.28125
2023,12,포항,김기동,대구,1,1,61.2,0.86,527,6,54,355,118,44,213,270,161,242,124,4,612,0.08823529412,0.4411764706,0.2630718954
2023,12,서울,안익수,광주,3,1,48,0.86,467,4,58,226,183,35,227,205,145,192,130,3,543,0.1068139963,0.3775322284,0.2670349908
2023,12,광주,이정효,서울,1,3,52,0.87,472,2,57,258,157,19,186,267,146,209,117,0,542,0.1051660517,0.4926199262,0.2693726937
2023,12,제주,남기일,인천,2,0,38.1,0.78,307,11,44,185,78,30,113,164,106,119,82,6,393,0.1119592875,0.417302799,0.2697201018
2023,12,인천,조성환,제주,0,2,61.9,0.88,591,3,79,390,122,27,213,351,154,282,155,3,671,0.1177347243,0.523099851,0.2295081967
2023,12,수원,김병수,전북,0,3,38.2,0.82,319,4,29,192,98,32,122,165,104,133,82,2,389,0.07455012853,0.4241645244,0.2673521851
2023,12,전북,김두현,수원,3,0,61.8,0.92,689,8,135,411,143,29,198,462,234,277,178,6,748,0.1804812834,0.6176470588,0.3128342246
2023,12,대전,이민성,수원FC,2,1,44.2,0.78,290,3,40,160,90,41,79,170,110,99,81,2,371,0.1078167116,0.4582210243,0.2964959569
2023,12,수원FC,김도균,대전,1,2,55.8,0.83,450,12,69,251,130,31,170,249,163,186,101,6,542,0.1273062731,0.4594095941,0.3007380074
2023,13,포항,김기동,대전,3,2,57.7,0.81,366,12,64,223,79,45,131,190,116,160,90,10,451,0.1419068736,0.421286031,0.2572062084
2023,13,대전,이민성,포항,2,3,42.3,0.73,229,3,46,121,62,20,73,136,76,82,71,3,313,0.1469648562,0.4345047923,0.2428115016
2023,13,광주,이정효,대구,0,2,70.4,0.91,579,7,139,376,64,33,238,308,180,277,122,6,636,0.2185534591,0.4842767296,0.2830188679
2023,13,대구,최원권,광주,2,0,29.6,0.71,201,4,37,68,96,23,85,93,83,80,38,1,283,0.1307420495,0.3286219081,0.2932862191
2023,13,강원,최용수,수원,0,2,52.6,0.86,497,6,99,322,76,34,192,271,175,191,131,6,577,0.1715771231,0.4696707106,0.3032928943
2023,13,수원,김병수,강원,2,0,47.4,0.85,422,3,42,290,90,34,155,233,145,176,101,1,496,0.08467741935,0.4697580645,0.2923387097
2023,13,울산,홍명보,서울,3,2,40.7,0.82,334,8,69,163,102,21,112,201,127,108,99,5,407,0.1695331695,0.4938574939,0.312039312
2023,13,서울,안익수,울산,2,3,59.3,0.87,566,7,113,293,160,30,254,282,188,244,134,7,650,0.1738461538,0.4338461538,0.2892307692
2023,13,인천,조성환,전북,0,0,39.5,0.79,264,5,47,143,74,24,80,160,97,100,67,7,334,0.1407185629,0.4790419162,0.2904191617
2023,13,전북,김두현,인천,0,0,60.5,0.88,463,4,68,265,130,35,181,247,168,183,112,2,526,0.1292775665,0.469581749,0.319391635
2023,13,수원FC,김도균,제주,0,5,53.3,0.86,455,5,60,271,124,44,165,246,167,190,98,3,529,0.1134215501,0.4650283554,0.3156899811
2023,13,제주,남기일,수원FC,5,0,46.7,0.84,340,7,72,208,60,33,116,191,131,119,90,8,404,0.1782178218,0.4727722772,0.3242574257
2023,14,인천,조성환,광주,1,1,56.4,0.89,513,6,104,327,82,46,211,256,149,216,148,5,576,0.1805555556,0.4444444444,0.2586805556
2023,14,광주,이정효,인천,1,1,43.6,0.85,336,4,64,181,91,35,116,185,105,139,92,2,395,0.1620253165,0.4683544304,0.2658227848
2023,14,서울,김진규,제주,1,1,64.4,0.91,630,6,115,392,123,42,274,314,198,266,166,8,692,0.1661849711,0.4537572254,0.2861271676
2023,14,제주,남기일,서울,1,1,35.6,0.77,276,3,44,150,82,32,76,168,89,107,80,3,358,0.1229050279,0.469273743,0.248603352
2023,14,대전,이민성,대구,0,1,71.4,0.87,554,8,119,373,62,27,168,359,191,225,138,6,636,0.1871069182,0.5644654088,0.3003144654
2023,14,대구,최원권,대전,1,0,28.6,0.68,154,7,36,64,54,14,45,95,70,53,31,4,226,0.1592920354,0.4203539823,0.3097345133
2023,14,강원,최용수,포항,0,0,39,0.73,239,3,39,137,63,27,88,124,99,75,65,2,327,0.119266055,0.379204893,0.3027522936
2023,14,포항,김기동,강원,0,0,61,0.83,433,7,66,258,109,43,169,221,153,182,98,5,521,0.1266794626,0.424184261,0.2936660269
2023,14,수원,김병수,울산,2,3,35.9,0.79,285,2,36,140,109,28,103,154,91,123,71,2,360,0.1,0.4277777778,0.2527777778
2023,14,울산,홍명보,수원,3,2,64.1,0.89,613,11,206,332,75,38,182,393,187,256,170,9,688,0.2994186047,0.5712209302,0.2718023256
2023,14,전북,김두현,수원FC,3,1,63.6,0.9,578,12,108,374,96,30,232,316,185,260,133,15,642,0.1682242991,0.492211838,0.2881619938
