년도,라운드,구단,감독,상대,득점,실점,점유율,패스성공률(%),패스 성공,키패스,공격진영 패스,중앙지역 패스,수비진영 패스,롱패스,중거리패스,단거리패스,전방패스,횡패스,후방패스,크로스,패스,공격진영 패스 비율,단거리패스 비율,전방패스 비율
2021,10,광주,김호영,포항,0,1,46.1,0.65,240,10,58,136,46,51,94,95,105,81,54,9,369,0.1571815718,0.2574525745,0.2845528455
2021,10,포항,김기동,광주,1,0,53.9,0.72,329,4,66,168,95,37,113,179,127,113,89,1,456,0.1447368421,0.3925438596,0.2785087719
2021,10,수원,박건하,울산,3,0,41.4,0.72,260,8,38,153,69,27,87,146,104,85,71,3,361,0.1052631579,0.404432133,0.2880886427
2021,10,울산,홍명보,수원,0,3,58.6,0.81,435,5,88,265,82,45,162,228,144,188,103,1,537,0.1638733706,0.4245810056,0.2681564246
2021,10,전북,김상식,성남,1,0,50.7,0.72,374,5,97,200,77,37,114,223,148,141,85,3,519,0.1868978805,0.429672447,0.2851637765
2021,10,성남,김남일,전북,0,1,49.3,0.72,311,4,49,177,85,33,125,153,121,124,66,5,431,0.1136890951,0.3549883991,0.2807424594
2021,11,강원,김병수,광주,0,1,63.8,0.82,521,9,82,328,111,46,222,253,189,211,121,5,635,0.1291338583,0.3984251969,0.2976377953
2021,11,광주,김호영,강원,1,0,36.2,0.67,204,3,69,88,47,32,82,90,86,69,49,4,304,0.2269736842,0.2960526316,0.2828947368
2021,11,포항,김기동,수원FC,1,0,56,0.8,459,7,104,250,105,49,185,225,136,207,116,4,573,0.1815008726,0.3926701571,0.2373472949
2021,11,수원FC,김도균,포항,0,1,44,0.81,381,3,48,230,103,28,147,206,139,156,86,1,470,0.1021276596,0.4382978723,0.2957446809
2021,11,울산,홍명보,전북,0,0,60.5,0.84,518,4,67,320,131,39,238,241,151,239,128,2,616,0.1087662338,0.3912337662,0.2451298701
2021,11,전북,김상식,울산,0,0,39.5,0.8,352,2,55,203,94,27,118,207,145,129,78,1,440,0.125,0.4704545455,0.3295454545
2021,11,성남,김남일,인천,1,3,53.8,0.71,338,8,76,188,74,41,129,168,132,131,75,6,476,0.1596638655,0.3529411765,0.2773109244
2021,11,인천,조성환,성남,3,1,46.2,0.72,304,4,41,186,77,29,83,192,117,112,75,3,422,0.0971563981,0.4549763033,0.2772511848
2021,11,대구,이병근,수원,1,0,35.3,0.65,180,4,31,91,58,40,54,86,80,71,29,3,276,0.1123188406,0.3115942029,0.2898550725
2021,11,수원,박건하,대구,0,1,64.7,0.81,451,4,44,313,94,38,156,257,148,176,127,3,556,0.07913669065,0.4622302158,0.2661870504
2021,11,제주,남기일,서울,2,1,66.2,0.78,486,11,113,325,48,37,171,278,156,199,131,7,623,0.1813804173,0.4462279294,0.2504012841
2021,11,서울,박진섭,제주,1,2,33.8,0.58,172,4,34,99,39,28,59,85,77,54,41,1,296,0.1148648649,0.2871621622,0.2601351351
2021,12,포항,김기동,제주,0,0,56.4,0.77,427,5,64,235,128,56,183,188,142,178,107,4,554,0.1155234657,0.3393501805,0.2563176895
2021,12,제주,남기일,포항,0,0,43.6,0.7,308,3,73,159,76,33,110,165,110,116,82,2,440,0.1659090909,0.375,0.25
2021,12,광주,김호영,대구,0,1,47.6,0.7,233,7,45,134,54,33,80,120,80,97,56,2,332,0.1355421687,0.3614457831,0.2409638554
2021,12,대구,이병근,광주,1,0,52.4,0.67,218,5,50,112,56,40,76,102,95,72,51,6,325,0.1538461538,0.3138461538,0.2923076923
2021,12,강원,김병수,전북,1,1,43.1,0.79,441,9,57,213,171,34,175,232,154,166,121,4,558,0.1021505376,0.4157706093,0.2759856631
2021,12,전북,김상식,강원,1,1,56.9,0.82,643,6,127,389,127,44,263,336,249,254,140,4,784,0.1619897959,0.4285714286,0.3176020408
2021,12,인천,조성환,울산,0,0,38.7,0.79,302,8,49,163,90,45,84,173,124,103,75,4,382,0.1282722513,0.4528795812,0.3246073298
2021,12,울산,홍명보,인천,0,0,61.3,0.85,541,9,122,297,122,54,218,269,181,251,109,5,636,0.1918238994,0.4229559748,0.284591195
2021,12,수원FC,김도균,서울,1,1,50.1,0.85,431,4,76,220,135,35,187,209,155,176,100,4,507,0.1499013807,0.4122287968,0.3057199211
2021,12,서울,박진섭,수원FC,1,1,49.9,0.84,431,5,72,258,101,31,186,214,157,171,103,3,513,0.1403508772,0.4171539961,0.306042885
2021,12,성남,김남일,수원,0,1,51.7,0.82,453,5,54,284,115,60,172,221,153,168,132,2,552,0.09782608696,0.4003623188,0.277173913
2021,12,수원,박건하,성남,1,0,48.3,0.78,411,1,48,230,133,43,162,206,145,149,117,2,526,0.09125475285,0.391634981,0.2756653992
2021,13,서울,박진섭,성남,2,2,55.8,0.76,354,8,72,211,71,39,146,169,120,133,101,4,465,0.1548387097,0.3634408602,0.2580645161
2021,13,성남,김남일,서울,2,2,44.2,0.66,244,6,67,130,47,21,70,153,99,71,74,4,369,0.1815718157,0.4146341463,0.2682926829
2021,13,수원FC,김도균,대구,2,4,67.4,0.84,598,10,106,376,116,56,255,287,210,216,172,8,711,0.1490857947,0.4036568214,0.2953586498
2021,13,대구,이병근,수원FC,4,2,32.6,0.68,210,8,38,108,64,32,70,108,101,72,37,4,308,0.1233766234,0.3506493506,0.3279220779
2021,13,수원,박건하,포항,1,1,55.2,0.81,445,2,66,296,83,41,183,221,147,189,109,4,549,0.1202185792,0.4025500911,0.2677595628
2021,13,포항,김기동,수원,1,1,44.8,0.78,331,4,51,160,120,53,122,156,110,146,75,3,424,0.1202830189,0.3679245283,0.2594339623
2021,13,울산,홍명보,광주,2,0,62.4,0.88,601,12,135,353,113,49,234,318,208,233,160,5,682,0.1979472141,0.4662756598,0.3049853372
2021,13,광주,김호영,울산,0,2,37.6,0.77,269,7,67,137,65,39,109,121,94,111,64,8,349,0.1919770774,0.3467048711,0.2693409742
2021,13,전북,김상식,제주,1,1,55,0.8,525,10,68,314,143,47,176,302,170,233,122,6,656,0.1036585366,0.4603658537,0.2591463415
2021,13,제주,남기일,전북,1,1,45,0.76,379,10,66,252,61,36,123,220,136,146,97,4,498,0.1325301205,0.4417670683,0.2730923695
2021,13,인천,조성환,강원,1,0,37.7,0.78,286,4,41,164,81,28,106,152,105,114,67,3,366,0.1120218579,0.4153005464,0.2868852459
2021,13,강원,김병수,인천,0,1,62.3,0.85,632,8,150,381,101,53,258,321,196,277,159,6,743,0.201884253,0.4320323015,0.263795424
2021,14,대구,이병근,인천,3,0,33.6,0.65,175,7,48,78,49,21,43,111,89,55,31,5,269,0.1784386617,0.4126394052,0.3308550186
2021,14,인천,조성환,대구,0,3,66.4,0.86,612,3,123,406,83,35,199,378,203,238,171,0,711,0.1729957806,0.5316455696,0.2855133615
2021,14,제주,남기일,수원FC,1,3,63.6,0.84,600,10,120,389,91,47,230,323,195,250,155,7,714,0.1680672269,0.4523809524,0.2731092437
2021,14,수원FC,김도균,제주,3,1,36.4,0.77,285,7,46,136,103,33,97,155,96,119,70,5,370,0.1243243243,0.4189189189,0.2594594595
2021,14,포항,김기동,강원,1,1,55.8,0.8,471,9,100,274,97,46,168,257,164,209,98,7,588,0.1700680272,0.4370748299,0.2789115646
2021,14,강원,김병수,포항,1,1,44.2,0.75,348,5,39,181,128,21,134,193,128,149,71,2,464,0.08405172414,0.4159482759,0.275862069
2021,14,광주,김호영,서울,1,1,54.7,0.82,449,10,81,254,114,53,191,205,161,181,107,11,547,0.1480804388,0.3747714808,0.2943327239
2021,14,서울,박진섭,광주,1,1,45.3,0.76,289,3,49,157,83,21,127,141,109,101,79,0,380,0.1289473684,0.3710526316,0.2868421053
2021,14,전북,김상식,수원,1,3,63.9,0.81,552,8,125,328,99,62,192,298,184,236,132,9,681,0.1835535977,0.4375917768,0.2701908957
2021,14,수원,박건하,전북,3,1,36.1,0.65,222,4,31,110,81,32,74,116,78,80,64,1,341,0.09090909091,0.3401759531,0.2287390029
2021,14,울산,홍명보,성남,2,2,57.7,0.86,519,4,83,274,162,38,197,284,164,231,124,5,603,0.1376451078,0.4709784411,0.271973466
2021,14,성남,김남일,울산,2,2,42.3,0.79,364,11,72,197,95,39,133,192,133,134,97,2,460,0.1565217391,0.4173913043,0.2891304348
2021,15,인천,조성환,포항,1,1,34.9,0.72,214,7,45,105,64,34,67,113,80,77,57,8,297,0.1515151515,0.3804713805,0.2693602694
2021,15,포항,김기동,인천,1,1,65.1,0.87,604,13,157,354,93,42,222,340,209,257,138,6,694,0.2262247839,0.4899135447,0.3011527378
2021,15,수원FC,김도균,광주,2,1,53.5,0.78,370,9,70,209,91,44,153,173,146,148,76,4,474,0.1476793249,0.364978903,0.3080168776
2021,15,광주,김호영,수원FC,1,2,46.5,0.72,288,10,57,143,88,44,112,132,128,92,68,7,400,0.1425,0.33,0.32
2021,15,수원,박건하,제주,3,2,44.2,0.77,318,7,37,191,90,40,116,162,113,129,76,2,412,0.08980582524,0.3932038835,0.2742718447
2021,15,제주,남기일,수원,2,3,55.8,0.8,402,5,54,273,75,21,148,233,129,175,98,6,502,0.1075697211,0.4641434263,0.2569721116
2021,15,성남,김남일,전북,1,5,36.2,0.79,287,5,32,135,120,33,115,139,99,125,63,3,363,0.08815426997,0.3829201102,0.2727272727
2021,15,전북,김상식,성남,5,1,63.8,0.9,675,10,101,453,121,48,239,388,230,292,153,6,750,0.1346666667,0.5173333333,0.3066666667
2021,15,강원,김병수,울산,2,2,36.4,0.75,274,5,41,115,118,20,120,134,103,105,66,1,365,0.1123287671,0.3671232877,0.2821917808
2021,15,울산,홍명보,강원,2,2,63.6,0.86,599,8,103,369,127,46,213,340,200,234,165,7,696,0.1479885057,0.4885057471,0.2873563218
2021,15,대구,이병근,서울,1,1,50.2,0.81,354,14,58,210,86,47,139,168,145,124,85,11,437,0.1327231121,0.3844393593,0.3318077803
2021,15,서울,박진섭,대구,1,1,49.8,0.77,337,4,68,177,92,29,120,188,125,126,86,2,437,0.1556064073,0.4302059497,0.2860411899
2021,16,서울,박진섭,전북,3,4,51.1,0.74,320,4,48,187,85,36,134,150,117,126,77,2,432,0.1111111111,0.3472222222,0.2708333333
2021,16,전북,김상식,서울,4,3,48.9,0.77,378,6,54,185,139,37,137,204,159,146,73,6,490,0.1102040816,0.4163265306,0.3244897959
2021,16,포항,김기동,성남,1,0,55.2,0.87,559,9,107,343,109,40,220,299,159,278,122,7,642,0.1666666667,0.4657320872,0.2476635514
2021,16,성남,김남일,포항,0,1,44.8,0.81,373,4,42,216,115,44,167,162,123,150,100,4,460,0.09130434783,0.352173913,0.2673913043
2021,16,강원,김병수,수원FC,0,0,61.1,0.84,555,4,65,376,114,38,240,277,192,241,122,1,660,0.09848484848,0.4196969697,0.2909090909
2021,16,수원FC,김도균,강원,0,0,38.9,0.77,350,5,89,169,92,47,120,183,144,123,83,8,454,0.1960352423,0.4030837004,0.3171806167
2021,16,인천,조성환,광주,2,1,57.1,0.8,361,10,87,192,82,46,125,190,129,168,64,8,451,0.1929046563,0.421286031,0.2860310421
2021,16,광주,김호영,인천,1,2,42.9,0.73,251,6,71,119,61,35,84,132,101,87,63,2,343,0.2069970845,0.3848396501,0.2944606414
2021,16,제주,남기일,대구,1,2,68.1,0.84,565,3,138,357,70,33,188,344,168,263,134,3,672,0.2053571429,0.5119047619,0.25
2021,16,대구,이병근,제주,2,1,31.9,0.68,186,8,43,86,57,37,60,89,83,71,32,7,273,0.1575091575,0.326007326,0.304029304
2021,16,울산,홍명보,수원,1,1,68.7,0.84,542,11,149,304,89,63,208,271,164,263,115,9,645,0.2310077519,0.4201550388,0.2542635659
2021,16,수원,박건하,울산,1,1,31.3,0.68,187,6,34,93,60,32,69,86,71,67,49,3,275,0.1236363636,0.3127272727,0.2581818182
2021,17,서울,박진섭,인천,0,1,57.5,0.86,598,6,96,364,138,56,224,318,172,251,175,3,695,0.1381294964,0.4575539568,0.2474820144
2021,17,인천,조성환,서울,1,0,42.5,0.82,417,3,39,259,119,30,145,242,167,160,90,2,508,0.07677165354,0.4763779528,0.3287401575
2021,17,수원FC,김도균,포항,3,4,58.5,0.79,429,14,86,246,97,53,171,205,161,167,101,10,543,0.1583793738,0.3775322284,0.2965009208
2021,17,포항,김기동,수원FC,4,3,41.5,0.74,270,9,32,156,82,29,89,152,107,96,67,3,364,0.08791208791,0.4175824176,0.293956044
2021,17,광주,김호영,제주,0,0,49.8,0.74,342,5,59,201,82,38,162,142,115,143,84,3,462,0.1277056277,0.3073593074,0.2489177489
2021,17,제주,남기일,광주,0,0,50.2,0.75,364,7,61,239,64,35,128,201,119,146,99,7,485,0.1257731959,0.4144329897,0.2453608247
2021,17,성남,김남일,강원,1,2,52.6,0.79,379,9,47,257,75,47,140,192,133,155,91,4,479,0.09812108559,0.4008350731,0.2776617954
2021,17,강원,김병수,성남,2,1,47.4,0.76,322,4,54,138,130,32,132,158,126,119,77,3,423,0.1276595745,0.3735224586,0.2978723404
2021,17,전북,김상식,울산,2,4,51.3,0.82,435,11,91,241,103,40,162,233,161,168,106,5,530,0.1716981132,0.4396226415,0.3037735849
2021,17,울산,홍명보,전북,4,2,48.7,0.77,368,11,42,228,98,32,101,235,131,142,95,6,477,0.08805031447,0.4926624738,0.2746331237
2021,17,수원,박건하,대구,1,1,51.1,0.78,397,7,62,229,106,34,135,228,142,157,98,2,508,0.1220472441,0.4488188976,0.2795275591
2021,17,대구,이병근,수원,1,1,48.9,0.76,346,10,76,206,64,43,127,176,126,153,67,3,455,0.167032967,0.3868131868,0.2769230769
2021,18,수원FC,김도균,인천,2,2,35.3,0.7,241,10,58,129,54,35,80,126,101,83,57,5,344,0.1686046512,0.3662790698,0.2936046512
2021,18,인천,조성환,수원FC,2,2,64.7,0.81,530,10,85,364,81,49,210,271,179,215,136,3,654,0.129969419,0.4143730887,0.2737003058
2021,18,제주,남기일,성남,2,2,44.6,0.78,309,10,45,213,51,32,107,170,115,122,72,6,396,0.1136363636,0.4292929293,0.2904040404
2021,18,성남,김남일,제주,2,2,55.4,0.79,407,7,49,232,126,47,168,192,132,179,96,4,515,0.09514563107,0.372815534,0.2563106796
2021,18,울산,홍명보,포항,1,0,57.9,0.87,459,2,51,252,156,37,173,249,159,195,105,2,527,0.09677419355,0.4724857685,0.3017077799
2021,18,포항,김기동,울산,0,1,42.1,0.76,282,4,72,124,86,39,87,156,112,108,62,8,371,0.1940700809,0.4204851752,0.3018867925
2021,18,광주,김호영,수원,3,4,47.5,0.76,294,3,47,175,72,36,136,122,108,114,72,4,386,0.121761658,0.3160621762,0.2797927461
2021,18,수원,박건하,광주,4,3,52.5,0.77,342,8,51,158,133,41,147,154,134,117,91,5,444,0.1148648649,0.3468468468,0.3018018018
2021,18,대구,이병근,전북,1,0,42,0.73,250,5,58,145,47,35,77,138,114,85,51,5,342,0.1695906433,0.4035087719,0.3333333333
2021,18,전북,김상식,대구,0,1,58,0.79,454,7,76,238,140,37,147,270,168,170,116,3,574,0.1324041812,0.4703832753,0.2926829268
2021,18,강원,김병수,서울,0,0,49,0.75,366,3,70,192,104,38,158,170,121,149,96,4,488,0.143442623,0.3483606557,0.2479508197
2021,18,서울,박진섭,강원,0,0,51,0.78,403,7,58,229,116,45,185,173,143,142,118,6,516,0.1124031008,0.3352713178,0.2771317829
2021,19,성남,김남일,수원FC,2,3,55,0.79,461,8,61,263,137,58,199,204,167,178,116,4,583,0.1046312178,0.3499142367,0.2864493997
2021,19,수원FC,김도균,성남,3,2,45,0.78,392,5,56,206,130,43,136,213,144,166,82,2,502,0.1115537849,0.4243027888,0.2868525896
2021,19,인천,조성환,전북,1,1,40.6,0.73,323,8,57,161,105,31,105,187,125,130,68,1,442,0.128959276,0.4230769231,0.2828054299
2021,19,전북,김상식,인천,1,1,59.4,0.83,611,10,159,316,136,42,229,340,212,259,140,5,736,0.2160326087,0.4619565217,0.2880434783
2021,19,제주,남기일,울산,1,2,39.3,0.75,281,6,61,170,50,25,94,162,99,110,72,5,374,0.1631016043,0.4331550802,0.2647058824
2021,19,울산,홍명보,제주,2,1,60.7,0.88,532,6,48,307,177,47,206,279,175,230,127,1,604,0.07947019868,0.4619205298,0.2897350993
2021,19,서울,박진섭,수원,0,3,67.2,0.87,607,7,102,410,95,55,275,277,192,280,135,7,697,0.1463414634,0.3974175036,0.2754662841
2021,19,수원,박건하,서울,3,0,32.8,0.74,260,3,44,125,91,21,93,146,98,106,56,1,351,0.1253561254,0.415954416,0.2792022792
2021,19,대구,이병근,강원,1,0,39.2,0.75,269,10,45,153,71,37,104,128,127,94,48,6,358,0.125698324,0.3575418994,0.3547486034
2021,19,강원,김병수,대구,0,1,60.8,0.84,500,5,66,317,117,27,186,287,160,219,121,3,595,0.1109243697,0.4823529412,0.268907563
2021,19,포항,김기동,광주,1,0,70.4,0.84,499,9,120,270,109,42,198,259,175,224,100,7,594,0.202020202,0.436026936,0.2946127946
2021,19,광주,김호영,포항,0,1,29.6,0.67,168,7,27,95,46,22,62,84,74,58,36,5,250,0.108,0.336,0.296
2021,20,수원,박건하,수원FC,1,2,50.4,0.81,380,4,58,234,88,54,137,189,123,149,108,4,469,0.1236673774,0.4029850746,0.2622601279
2021,20,수원FC,김도균,수원,2,1,49.6,0.82,414,13,98,247,69,28,138,248,141,195,78,7,504,0.1944444444,0.4920634921,0.2797619048
2021,20,서울,박진섭,제주,0,1,52.1,0.76,410,8,111,227,72,58,154,198,148,169,93,11,539,0.2059369202,0.3673469388,0.2745825603
2021,20,제주,남기일,서울,1,0,47.9,0.78,397,6,63,281,53,25,136,236,125,159,113,3,508,0.124015748,0.4645669291,0.2460629921
2021,20,인천,조성환,성남,1,0,42,0.77,365,3,38,225,102,35,125,205,147,142,76,3,474,0.08016877637,0.4324894515,0.3101265823
2021,20,성남,김남일,인천,0,1,58,0.83,516,9,67,321,128,65,226,225,176,224,116,5,621,0.1078904992,0.3623188406,0.2834138486
2021,20,전북,김상식,포항,0,1,64.4,0.84,534,5,112,288,134,52,192,290,204,216,114,6,635,0.1763779528,0.4566929134,0.3212598425
2021,20,포항,김기동,전북,1,0,35.6,0.68,197,2,45,108,44,37,64,96,75,79,43,3,289,0.1557093426,0.3321799308,0.2595155709
2021,20,울산,홍명보,대구,2,1,60,0.84,444,9,113,236,95,38,166,240,153,182,109,5,528,0.2140151515,0.4545454545,0.2897727273
2021,20,대구,이병근,울산,1,2,40,0.76,287,5,44,153,90,49,99,139,132,106,49,6,377,0.1167108753,0.3687002653,0.350132626
2021,20,광주,김호영,강원,3,1,29.5,0.59,120,9,33,49,38,23,54,43,57,29,34,6,203,0.1625615764,0.2118226601,0.2807881773
2021,20,강원,김병수,광주,1,3,70.5,0.82,482,10,92,288,102,35,201,246,171,198,113,10,587,0.1567291312,0.4190800681,0.2913117547
2021,21,수원,박건하,인천,1,2,60.5,0.87,607,9,102,402,103,47,246,314,191,257,159,5,697,0.1463414634,0.4505021521,0.2740315638
2021,21,인천,조성환,수원,2,1,39.5,0.78,321,7,38,201,82,23,113,185,105,140,76,2,411,0.09245742092,0.4501216545,0.2554744526
2021,21,전북,김상식,광주,3,0,52.4,0.84,444,8,101,240,103,41,148,255,162,178,104,6,528,0.1912878788,0.4829545455,0.3068181818
2021,21,광주,김호영,전북,0,3,47.6,0.81,320,4,53,183,84,36,139,145,103,151,66,4,395,0.1341772152,0.3670886076,0.2607594937
2021,21,포항,김기동,서울,0,1,61.6,0.88,606,2,54,423,129,51,255,300,185,267,154,3,688,0.07848837209,0.4360465116,0.2688953488
2021,21,서울,박진섭,포항,1,0,38.4,0.76,252,2,36,144,72,31,107,114,83,95,74,1,331,0.1087613293,0.3444108761,0.250755287
2021,21,성남,김남일,대구,0,0,46.2,0.82,390,5,75,214,101,40,131,219,153,143,94,4,475,0.1578947368,0.4610526316,0.3221052632
2021,21,대구,이병근,성남,0,0,53.8,0.8,433,6,70,252,111,43,195,195,178,163,92,6,541,0.1293900185,0.3604436229,0.3290203327
2021,21,울산,홍명보,수원FC,2,5,62.3,0.85,517,10,110,309,98,50,204,263,169,235,113,4,608,0.1809210526,0.4325657895,0.2779605263
2021,21,수원FC,김도균,울산,5,2,37.7,0.78,297,11,71,129,97,36,86,175,104,124,69,4,380,0.1868421053,0.4605263158,0.2736842105
2021,21,강원,김병수,제주,2,2,61.9,0.81,593,9,96,350,147,34,246,313,203,261,129,7,732,0.131147541,0.4275956284,0.2773224044
2021,21,제주,남기일,강원,2,2,38.1,0.72,245,8,33,158,54,24,84,137,85,89,71,1,340,0.09705882353,0.4029411765,0.25
2021,22,광주,김호영,성남,0,0,53.8,0.83,429,5,62,271,96,53,219,157,137,197,95,5,516,0.1201550388,0.3042635659,0.265503876
2021,22,성남,김남일,광주,0,0,46.2,0.82,364,6,60,221,83,48,177,139,126,155,83,5,443,0.1354401806,0.3137697517,0.2844243792
2021,22,서울,박진섭,울산,0,0,35.2,0.77,276,3,59,139,78,29,98,149,93,110,73,2,358,0.1648044693,0.4162011173,0.2597765363
2021,22,울산,홍명보,서울,0,0,64.8,0.89,671,3,127,470,74,62,268,341,195,297,179,3,753,0.1686586985,0.4528552457,0.2589641434
2021,22,제주,남기일,인천,1,4,57.7,0.82,456,16,121,277,58,48,158,250,142,195,119,11,556,0.2176258993,0.4496402878,0.2553956835
2021,22,인천,조성환,제주,4,1,42.3,0.78,306,6,40,173,93,28,115,163,105,128,73,2,392,0.1020408163,0.4158163265,0.2678571429
2021,22,수원FC,김도균,전북,1,0,45.2,0.8,370,10,58,207,105,46,143,181,144,158,68,5,462,0.1255411255,0.3917748918,0.3116883117
2021,22,전북,김상식,수원FC,0,1,54.8,0.83,484,5,69,299,116,53,182,249,184,198,102,1,583,0.1183533448,0.4271012007,0.3156089194
2021,22,대구,이병근,포항,1,1,32,0.68,181,5,26,86,69,27,64,90,78,66,37,4,266,0.0977443609,0.3383458647,0.2932330827
2021,22,포항,김기동,대구,1,1,68,0.85,529,9,110,323,96,44,169,316,154,251,124,5,622,0.1768488746,0.5080385852,0.2475884244
2021,22,강원,김병수,수원,3,0,51.1,0.81,413,7,78,254,81,43,158,212,130,172,111,3,509,0.1532416503,0.416502947,0.2554027505
2021,22,수원,박건하,강원,0,3,48.9,0.78,373,3,78,227,68,40,134,199,139,148,86,4,478,0.1631799163,0.4163179916,0.2907949791
2021,23,전북,김상식,대구,2,1,52.2,0.88,491,9,103,278,110,46,163,282,175,204,112,9,557,0.1849192101,0.5062836625,0.3141831239
2021,23,대구,이병근,전북,1,2,47.8,0.84,390,8,73,209,108,39,152,199,163,149,78,3,464,0.1573275862,0.4288793103,0.3512931034
2021,23,울산,홍명보,강원,2,1,40.7,0.81,301,8,49,175,77,38,123,140,110,117,74,3,371,0.1320754717,0.3773584906,0.2964959569
2021,23,강원,김병수,울산,1,2,59.3,0.86,559,7,91,350,118,25,204,330,176,242,141,2,650,0.14,0.5076923077,0.2707692308
2021,23,수원,박건하,제주,0,0,63.7,0.84,548,9,105,355,88,39,211,298,168,257,123,2,652,0.1610429448,0.4570552147,0.2576687117
2021,23,제주,남기일,수원,0,0,36.3,0.74,238,6,27,156,55,19,82,137,85,107,46,3,321,0.08411214953,0.4267912773,0.2647975078
2021,23,성남,김남일,포항,1,0,35,0.72,247,3,15,141,91,27,108,112,80,93,74,2,343,0.04373177843,0.3265306122,0.2332361516
2021,23,포항,김기동,성남,0,1,65,0.85,617,10,114,393,110,72,228,317,207,273,137,8,725,0.1572413793,0.4372413793,0.2855172414
2021,23,서울,박진섭,광주,1,0,60.8,0.83,508,7,93,309,106,47,194,267,162,201,145,4,612,0.1519607843,0.4362745098,0.2647058824
2021,23,광주,김호영,서울,0,1,39.2,0.71,260,4,31,153,76,50,99,111,100,109,51,1,366,0.08469945355,0.3032786885,0.2732240437
2021,23,인천,조성환,수원FC,0,0,48.1,0.77,388,2,56,225,107,42,131,215,148,143,97,4,503,0.111332008,0.4274353877,0.2942345924
2021,23,수원FC,김도균,인천,0,0,51.9,0.85,498,14,69,332,97,51,165,282,182,214,102,9,585,0.1179487179,0.4820512821,0.3111111111
2021,24,제주,남기일,전북,2,2,47,0.8,347,11,63,207,77,31,127,189,114,152,81,7,433,0.1454965358,0.4364896074,0.2632794457
2021,24,전북,김상식,제주,2,2,53,0.82,429,10,95,229,105,40,161,228,148,186,95,10,523,0.1816443595,0.4359464627,0.2829827916
2021,24,성남,김남일,울산,2,1,34.1,0.7,254,10,51,135,68,35,84,135,106,84,64,4,362,0.1408839779,0.3729281768,0.2928176796
2021,24,울산,홍명보,성남,1,2,65.9,0.85,612,12,108,374,130,67,237,308,184,277,151,9,720,0.15,0.4277777778,0.2555555556
2021,24,대구,이병근,수원,0,2,56.2,0.8,425,13,76,261,88,51,156,218,158,182,85,4,531,0.143126177,0.4105461394,0.2975517891
2021,24,수원,박건하,대구,2,0,43.8,0.76,324,3,64,182,78,25,100,199,131,119,74,1,426,0.1502347418,0.4671361502,0.3075117371
2021,24,강원,김병수,서울,1,4,46.9,0.78,349,5,46,183,120,32,167,150,126,131,92,2,447,0.1029082774,0.3355704698,0.2818791946
2021,24,서울,안익수,강원,4,1,53.1,0.76,384,7,109,196,79,39,157,186,135,139,108,8,505,0.2158415842,0.3683168317,0.2673267327
2021,24,수원FC,김도균,광주,1,3,60.3,0.81,506,9,104,287,115,40,188,278,189,203,114,6,624,0.1666666667,0.4455128205,0.3028846154
2021,24,광주,김호영,수원FC,3,1,39.7,0.72,294,3,58,167,69,37,97,160,126,94,74,3,408,0.1421568627,0.3921568627,0.3088235294
2021,24,포항,김기동,인천,0,1,70.2,0.86,696,10,101,423,172,44,297,353,212,324,158,6,809,0.1248454883,0.4363411619,0.2620519159
2021,24,인천,조성환,포항,1,0,29.8,0.7,187,5,29,92,66,25,60,102,96,60,31,3,267,0.1086142322,0.3820224719,0.3595505618
2021,25,제주,남기일,울산,2,2,44.3,0.78,331,4,71,208,52,32,97,202,114,147,70,4,424,0.1674528302,0.4764150943,0.2688679245
2021,25,울산,홍명보,제주,2,2,55.7,0.82,423,6,63,233,127,47,159,217,141,186,96,5,515,0.1223300971,0.4213592233,0.2737864078
2021,25,강원,김병수,대구,2,0,49.6,0.79,368,5,58,213,97,30,131,207,128,145,95,0,465,0.1247311828,0.4451612903,0.2752688172
2021,25,대구,이병근,강원,0,2,50.4,0.77,376,8,89,202,85,53,150,173,157,150,69,6,488,0.1823770492,0.3545081967,0.3217213115
2021,25,수원,박건하,성남,1,2,53.2,0.83,429,6,60,291,78,33,185,211,141,213,75,3,516,0.1162790698,0.4089147287,0.273255814
2021,25,성남,김남일,수원,2,1,46.8,0.81,361,5,65,191,105,32,160,169,130,137,94,2,445,0.1460674157,0.3797752809,0.2921348315
2021,25,전북,김상식,서울,3,2,50.2,0.86,477,9,81,281,115,49,162,266,155,214,108,4,554,0.1462093863,0.4801444043,0.2797833935
2021,25,서울,박진섭,전북,2,3,49.8,0.82,400,9,104,210,86,38,156,206,154,151,95,6,487,0.2135523614,0.4229979466,0.3162217659
2021,25,포항,김기동,수원FC,3,1,47,0.78,300,8,62,151,87,41,116,143,110,112,78,7,384,0.1614583333,0.3723958333,0.2864583333
2021,25,수원FC,김도균,포항,1,3,53,0.82,388,11,76,240,72,42,146,200,143,166,79,5,473,0.1606765328,0.422832981,0.3023255814
2021,25,광주,김호영,인천,1,0,47.1,0.75,285,6,49,168,68,44,125,116,108,107,70,2,380,0.1289473684,0.3052631579,0.2842105263
2021,25,인천,조성환,광주,0,1,52.9,0.78,352,8,76,176,100,42,112,198,152,113,87,3,451,0.1685144124,0.4390243902,0.3370288248
2021,26,대구,이병근,광주,1,2,56.5,0.79,404,12,76,226,102,51,153,200,164,159,81,8,511,0.1487279843,0.3913894325,0.3209393346
