년도,라운드,구단,감독,상대,점유율,패스성공률(%),패스 성공,키패스,공격진영 패스,중앙지역 패스,수비진영 패스,롱패스,중거리패스,단거리패스,전방패스,횡패스,후방패스,크로스,패스,공격진영 패스 비율,단거리패스 비율,전방패스 비율
2024,2,김천,정정용,울산,57.5,0.89,556,3,96,346,114,52,197,307,180,225,151,4,624.0,0.15384615384615385,0.49198717948717946,0.28846153846153844
2024,2,울산,홍명보,김천,42.5,0.84,368,5,48,173,147,16,165,187,115,141,112,4,438.0,0.1095890410958904,0.4269406392694064,0.2625570776255708
2024,2,제주,김학범,대전,47.3,0.78,326,4,45,191,90,36,111,179,118,132,76,3,417.0,0.1079136690647482,0.4292565947242206,0.2829736211031175
2024,2,대전,이민성,제주,52.7,0.78,359,2,47,212,100,36,133,190,113,139,107,3,460.0,0.10217391304347827,0.41304347826086957,0.24565217391304348
2024,2,광주,이정효,강원,52.5,0.86,421,6,66,204,151,20,214,187,131,172,118,4,489.0,0.13496932515337423,0.3824130879345603,0.26789366053169733
2024,2,강원,윤정환,광주,47.5,0.86,419,5,45,183,191,35,201,183,145,135,139,2,487.0,0.09240246406570841,0.3757700205338809,0.29774127310061604
2024,2,서울,김기동,인천,60.7,0.9,620,2,71,376,173,18,269,333,194,285,141,1,688.0,0.10319767441860465,0.48401162790697677,0.2819767441860465
2024,2,인천,조성환,서울,39.3,0.84,366,6,47,217,102,21,108,237,132,140,94,2,435.0,0.10804597701149425,0.5448275862068965,0.30344827586206896
2024,3,대전,이민성,강원,44.8,0.82,367,4,77,183,107,29,172,166,109,151,107,2,447.0,0.17225950782997762,0.3713646532438479,0.24384787472035793
2024,3,강원,윤정환,대전,55.2,0.89,553,7,82,348,123,32,185,336,160,248,145,1,621.0,0.1320450885668277,0.5410628019323671,0.2576489533011272
2024,3,대구,최원권,수원FC,36.6,0.84,281,6,57,143,81,27,88,166,98,118,65,2,334.0,0.17065868263473055,0.49700598802395207,0.2934131736526946
2024,3,수원FC,김은중,대구,63.4,0.91,593,13,131,392,70,28,228,337,180,265,148,9,651.0,0.2012288786482335,0.5176651305683564,0.2764976958525346
2024,3,서울,김기동,제주,50.4,0.82,375,4,66,214,95,36,143,196,113,163,99,1,457.0,0.14442013129102846,0.4288840262582057,0.24726477024070023
2024,3,제주,김학범,서울,49.6,0.82,370,3,66,211,93,29,147,194,128,153,89,0,451.0,0.14634146341463414,0.43015521064301554,0.2838137472283814
2024,3,포항,박태하,광주,47.7,0.86,429,4,67,226,136,42,211,176,129,173,127,3,498.0,0.13453815261044177,0.3534136546184739,0.25903614457831325
2024,3,광주,이정효,포항,52.3,0.91,457,1,52,315,90,17,200,240,141,210,106,0,502.0,0.10358565737051793,0.47808764940239046,0.28087649402390436
2024,3,김천,정정용,전북,46,0.78,362,3,42,190,130,23,131,208,122,155,85,1,464.0,0.09051724137931035,0.4482758620689655,0.2629310344827586
2024,3,전북,페트레스쿠,김천,54,0.83,453,5,91,260,102,33,165,255,147,197,109,5,545.0,0.1669724770642202,0.46788990825688076,0.26972477064220185
2024,3,울산,홍명보,인천,62.8,0.89,577,7,90,340,147,32,236,309,172,237,168,6,648.0,0.1388888888888889,0.47685185185185186,0.2654320987654321
2024,3,인천,조성환,울산,37.2,0.85,323,7,50,170,103,22,117,184,116,126,81,0,380.0,0.13157894736842105,0.4842105263157895,0.30526315789473685
2024,4,전북,페트레스쿠,울산,48.4,0.85,403,9,62,245,96,30,139,234,147,161,95,5,474.0,0.1308016877637131,0.4936708860759494,0.310126582278481
2024,4,울산,홍명보,전북,51.6,0.86,453,7,94,195,164,29,178,246,140,185,128,5,526.0,0.17870722433460076,0.467680608365019,0.2661596958174905
2024,4,인천,조성환,대전,45.2,0.81,353,3,66,210,77,18,103,232,122,144,87,4,435.0,0.15172413793103448,0.5333333333333333,0.28045977011494255
2024,4,대전,이민성,인천,54.8,0.83,449,8,45,271,133,34,197,218,133,203,113,7,540.0,0.08333333333333333,0.40370370370370373,0.2462962962962963
2024,4,제주,김학범,포항,37.4,0.81,317,7,20,203,94,18,130,169,116,123,78,3,391.0,0.05115089514066496,0.4322250639386189,0.2966751918158568
2024,4,포항,박태하,제주,62.6,0.87,531,8,73,333,125,43,229,259,178,210,143,5,610.0,0.11967213114754098,0.4245901639344262,0.29180327868852457
2024,4,수원FC,김은중,김천,62.7,0.89,541,8,77,364,100,44,211,286,178,228,135,11,607.0,0.12685337726523888,0.471169686985173,0.2932454695222405
2024,4,김천,정정용,수원FC,37.3,0.81,295,5,35,137,123,28,89,178,123,112,60,3,364.0,0.09615384615384616,0.489010989010989,0.33791208791208793
2024,4,강원,윤정환,서울,57.6,0.88,508,7,71,307,130,21,239,248,147,223,138,1,577.0,0.12305025996533796,0.42980935875216636,0.25476603119584057
2024,4,서울,김기동,강원,42.4,0.86,376,4,59,195,122,19,176,181,128,159,89,3,437.0,0.13501144164759726,0.41418764302059496,0.2929061784897025
2024,4,광주,이정효,대구,67.2,0.9,562,6,129,359,74,23,210,329,191,238,133,5,624.0,0.20673076923076922,0.5272435897435898,0.3060897435897436
2024,4,대구,최원권,광주,32.8,0.81,246,9,44,134,68,24,95,127,109,78,59,6,303.0,0.14521452145214522,0.41914191419141916,0.35973597359735976
2024,5,포항,박태하,수원FC,64.2,0.93,527,8,112,330,85,29,207,291,186,219,122,6,566.0,0.1978798586572438,0.5141342756183745,0.3286219081272085
2024,5,수원FC,김은중,포항,35.8,0.8,242,10,27,157,58,26,107,109,92,102,48,5,302.0,0.08940397350993377,0.3609271523178808,0.304635761589404
2024,5,대전,이민성,울산,34.8,0.78,243,2,47,134,62,26,82,135,84,96,63,2,311.0,0.15112540192926044,0.4340836012861736,0.27009646302250806
2024,5,울산,홍명보,대전,65.2,0.9,572,6,126,309,137,33,225,314,182,235,155,4,635.0,0.1984251968503937,0.494488188976378,0.2866141732283465
2024,5,광주,이정효,인천,73.9,0.91,667,9,160,412,95,45,289,333,190,302,175,11,732.0,0.2185792349726776,0.45491803278688525,0.25956284153005466
2024,5,인천,조성환,광주,26.1,0.77,229,4,38,122,69,25,82,122,76,88,65,3,297.0,0.12794612794612795,0.4107744107744108,0.2558922558922559
2024,5,서울,김기동,김천,42.4,0.81,327,9,46,174,107,41,123,163,121,110,96,4,403.0,0.1141439205955335,0.4044665012406948,0.3002481389578164
2024,5,김천,정정용,서울,57.6,0.87,483,10,82,292,109,25,186,272,147,209,127,2,555.0,0.14774774774774774,0.4900900900900901,0.2648648648648649
2024,5,제주,김학범,전북,45,0.74,258,7,70,131,57,21,85,152,104,90,64,2,348.0,0.20114942528735633,0.4367816091954023,0.2988505747126437
2024,5,전북,페트레스쿠,제주,55,0.78,348,8,54,209,85,29,135,184,140,128,80,11,446.0,0.1210762331838565,0.4125560538116592,0.31390134529147984
2024,5,강원,윤정환,대구,57.8,0.88,435,7,34,244,157,47,193,195,149,168,118,2,494.0,0.06882591093117409,0.39473684210526316,0.3016194331983806
2024,5,대구,최원권,강원,42.2,0.79,289,4,46,140,103,36,99,154,118,108,63,3,365.0,0.12602739726027398,0.42191780821917807,0.3232876712328767
2024,6,울산,홍명보,수원FC,65.2,0.91,740,9,191,397,152,20,238,482,237,306,197,4,813.0,0.23493234932349324,0.5928659286592866,0.2915129151291513
2024,6,수원FC,김은중,울산,34.8,0.83,326,4,50,176,100,20,129,177,128,123,75,1,392.0,0.12755102040816327,0.45153061224489793,0.32653061224489793
2024,6,인천,조성환,제주,53.4,0.77,400,6,68,217,115,27,144,229,128,173,99,6,519.0,0.13102119460500963,0.441233140655106,0.2466281310211946
2024,6,제주,김학범,인천,46.6,0.75,334,7,85,171,78,18,98,218,128,123,83,6,445.0,0.19101123595505617,0.4898876404494382,0.2876404494382023
2024,6,김천,정정용,광주,56.4,0.86,483,4,98,288,97,33,188,262,161,175,147,6,561.0,0.1746880570409982,0.46702317290552586,0.28698752228163993
2024,6,광주,이정효,김천,43.6,0.81,294,3,21,153,120,22,120,152,96,111,87,4,362.0,0.058011049723756904,0.4198895027624309,0.26519337016574585
2024,6,전북,발레리우,강원,45.5,0.88,447,5,89,236,122,23,149,275,150,194,103,5,507.0,0.1755424063116371,0.5424063116370809,0.2958579881656805
2024,6,강원,윤정환,전북,54.5,0.9,449,5,39,246,164,25,208,216,135,193,121,3,498.0,0.0783132530120482,0.43373493975903615,0.2710843373493976
2024,6,대구,최원권,서울,25.8,0.73,169,2,37,72,60,17,58,94,66,62,41,2,231.0,0.16017316017316016,0.4069264069264069,0.2857142857142857
2024,6,서울,김기동,대구,74.2,0.93,691,4,121,491,79,36,253,402,201,311,179,3,743.0,0.16285329744279947,0.5410497981157469,0.27052489905787347
2024,6,대전,이민성,포항,42.2,0.8,364,2,40,248,76,30,135,199,111,150,103,1,455.0,0.08791208791208792,0.43736263736263736,0.24395604395604395
2024,6,포항,박태하,대전,57.8,0.88,556,8,117,331,108,37,207,312,183,242,131,5,631.0,0.18541996830427893,0.49445324881141045,0.2900158478605388
