년도,라운드,구단,감독,상대,점유율,패스성공률(%),패스 성공,키패스,공격진영 패스,중앙지역 패스,수비진영 패스,롱패스,중거리패스,단거리패스,전방패스,횡패스,후방패스,크로스,패스,공격진영 패스 비율,단거리패스 비율,전방패스 비율
2023,29,포항,김기동,인천,58,0.86,435,4,60,294,81,41,184,210,133,202,100,0,505.0,0.1188118811881188,0.4158415841584158,0.2633663366336634
2023,29,울산,홍명보,광주,66.9,0.9,549,11,116,341,92,52,235,262,173,222,154,5,610.0,0.1901639344262295,0.42950819672131146,0.2836065573770492
2023,29,광주,이정효,울산,33.1,0.84,236,2,35,103,98,20,79,137,104,68,64,1,280.0,0.125,0.48928571428571427,0.37142857142857144
2023,29,제주,남기일,전북,45.7,0.81,296,6,43,178,75,26,110,160,113,101,82,2,365.0,0.1178082191780822,0.4383561643835616,0.3095890410958904
2023,29,전북,페트레스쿠,제주,54.3,0.84,390,5,60,232,98,36,139,215,144,162,84,4,464.0,0.12931034482758622,0.46336206896551724,0.3103448275862069
2023,30,전북,페트레스쿠,강원,52.1,0.8,328,6,62,201,65,33,133,162,130,135,63,5,410.0,0.15121951219512195,0.3951219512195122,0.3170731707317073
2023,30,강원,윤정환,전북,47.9,0.78,260,11,55,123,82,30,92,138,95,96,69,6,333.0,0.16516516516516516,0.4144144144144144,0.2852852852852853
2023,30,인천,조성환,제주,32.3,0.74,245,5,33,122,90,17,78,150,98,87,60,2,331.0,0.09969788519637462,0.45317220543806647,0.29607250755287007
2023,30,제주,남기일,인천,67.7,0.88,588,4,117,400,71,37,209,342,188,256,144,5,668.0,0.1751497005988024,0.5119760479041916,0.281437125748503
2023,30,포항,김기동,수원FC,49.7,0.87,429,9,64,247,118,45,159,225,154,169,106,5,493.0,0.12981744421906694,0.4563894523326572,0.31237322515212984
2023,30,수원FC,김도균,포항,50.3,0.87,442,1,69,307,66,33,145,264,147,183,112,1,508.0,0.13582677165354332,0.5196850393700787,0.28937007874015747
2023,30,울산,홍명보,대전,59.1,0.85,434,5,79,257,98,27,184,223,139,190,105,6,510.0,0.15490196078431373,0.4372549019607843,0.2725490196078431
2023,30,대전,이민성,울산,40.9,0.76,268,4,22,153,93,28,94,146,89,86,93,2,352.0,0.0625,0.4147727272727273,0.2528409090909091
2023,30,서울,김진규,광주,61.4,0.92,603,15,100,365,138,33,256,314,202,251,150,13,655.0,0.15267175572519084,0.47938931297709925,0.3083969465648855
2023,30,광주,이정효,서울,38.6,0.82,271,2,23,136,112,27,120,124,101,107,63,1,330.0,0.0696969696969697,0.37575757575757573,0.30606060606060603
2023,30,수원,김병수,대구,62,0.9,523,8,104,333,86,34,184,305,163,242,118,6,581.0,0.17900172117039587,0.5249569707401033,0.28055077452667815
2023,30,대구,최원권,수원,38,0.81,255,7,57,133,65,33,95,127,95,109,51,6,314.0,0.18152866242038215,0.40445859872611467,0.30254777070063693
2023,31,대전,이민성,수원,46.4,0.78,349,7,37,240,72,37,112,200,123,124,102,4,447.0,0.08277404921700224,0.44742729306487694,0.2751677852348993
2023,31,수원,김병수,대전,53.6,0.82,437,7,44,257,136,38,142,257,156,173,108,0,532.0,0.08270676691729323,0.4830827067669173,0.2932330827067669
2023,31,제주,남기일,서울,52.1,0.88,442,5,91,272,79,32,154,256,137,192,113,4,502.0,0.18127490039840638,0.5099601593625498,0.2729083665338645
2023,31,서울,김진규,제주,47.9,0.87,460,8,46,268,146,30,150,280,160,167,133,4,528.0,0.08712121212121213,0.5303030303030303,0.30303030303030304
2023,31,수원FC,김도균,울산,49.5,0.83,438,3,54,247,137,41,142,255,150,167,121,1,527.0,0.10246679316888045,0.4838709677419355,0.2846299810246679
2023,31,울산,홍명보,수원FC,50.5,0.9,511,4,104,305,102,42,183,286,177,205,129,3,567.0,0.18342151675485008,0.5044091710758377,0.31216931216931215
2023,31,광주,이정효,전북,68.9,0.91,446,12,81,296,69,31,210,205,146,204,96,8,490.0,0.1653061224489796,0.41836734693877553,0.2979591836734694
2023,31,전북,페트레스쿠,광주,31.1,0.76,198,5,37,79,82,25,71,102,90,58,50,3,260.0,0.1423076923076923,0.3923076923076923,0.34615384615384615
2023,31,강원,윤정환,인천,41,0.8,313,7,46,193,74,23,160,130,109,118,86,4,391.0,0.11764705882352941,0.33248081841432225,0.27877237851662406
2023,31,인천,조성환,강원,59,0.89,550,12,167,296,87,35,193,322,187,226,137,7,617.0,0.2706645056726094,0.5218800648298217,0.30307941653160453
2023,31,대구,최원권,포항,29.2,0.76,193,7,48,79,66,28,60,105,97,57,39,6,253.0,0.18972332015810275,0.4150197628458498,0.383399209486166
2023,31,포항,김기동,대구,70.8,0.89,690,6,121,477,92,32,258,400,178,338,174,1,775.0,0.15612903225806452,0.5161290322580645,0.2296774193548387
2023,32,포항,김기동,울산,60.9,0.88,538,7,80,308,150,37,224,277,164,259,115,4,611.0,0.1309328968903437,0.4533551554828151,0.2684124386252046
2023,32,울산,홍명보,포항,39.1,0.77,292,2,44,133,115,19,101,172,85,127,80,1,379.0,0.11609498680738786,0.45382585751978893,0.22427440633245382
2023,32,수원FC,김도균,서울,43.5,0.83,343,13,46,186,111,27,174,142,118,139,86,9,413.0,0.11138014527845036,0.34382566585956414,0.2857142857142857
2023,32,서울,김진규,수원FC,56.5,0.89,486,6,74,287,125,35,210,241,200,174,112,8,546.0,0.13553113553113552,0.4413919413919414,0.3663003663003663
2023,32,전북,페트레스쿠,대구,491,,491,10,78,347,66,47,203,241,148,231,112,5,,,,
2023,32,대구,최원권,전북,172,,172,9,37,72,63,22,55,95,85,46,41,4,,,,
2023,32,인천,조성환,수원,39.6,0.8,295,6,41,193,61,28,109,158,116,114,65,4,368.0,0.11141304347826086,0.42934782608695654,0.31521739130434784
2023,32,수원,염기훈,인천,60.4,0.83,522,6,83,316,123,23,232,267,176,234,112,4,628.0,0.1321656050955414,0.4251592356687898,0.2802547770700637
2023,32,강원,윤정환,대전,41.6,0.79,295,7,42,147,106,32,118,145,114,121,60,3,373.0,0.1126005361930295,0.38873994638069703,0.30563002680965146
2023,32,대전,이민성,강원,58.4,0.81,366,3,67,227,72,31,149,186,121,140,105,4,451.0,0.14855875831485588,0.4124168514412417,0.2682926829268293
2023,32,제주,정조국,광주,47.2,0.87,443,5,63,248,132,36,150,257,147,180,116,4,509.0,0.1237721021611002,0.5049115913555993,0.2888015717092338
2023,32,광주,이정효,제주,52.8,0.88,428,5,55,282,91,23,188,217,132,193,103,1,486.0,0.11316872427983539,0.44650205761316875,0.2716049382716049

