년도,라운드,구단,감독,상대,점유율,패스성공률(%),패스 성공,키패스,공격진영 패스,중앙지역 패스,수비진영 패스,롱패스,중거리패스,단거리패스,전방패스,횡패스,후방패스,크로스,패스,공격진영 패스 비율,단거리패스 비율,전방패스 비율
2024,36,울산,김판곤,강원,43.1,0.83,356,9,65,207,84,29,147,180,110,157,89,8,428.0,0.15186915887850466,0.4205607476635514,0.2570093457943925
2024,36,강원,윤정환,울산,56.9,0.87,480,4,57,261,162,34,200,246,151,197,132,2,551.0,0.10344827586206896,0.44646098003629764,0.27404718693284935
2024,36,전북,김두현,인천,326,,326,1,48,204,74,31,146,149,104,137,85,3,,,,
2024,36,인천,최영근,전북,464,,464,1,61,288,115,19,169,276,138,209,117,2,,,,
2024,36,서울,김기동,포항,48.4,0.87,405,8,77,201,127,24,151,230,125,181,99,6,465.0,0.16559139784946236,0.4946236559139785,0.26881720430107525
2024,36,포항,박태하,서울,51.6,0.87,423,7,48,232,143,22,150,251,137,176,110,1,486.0,0.09876543209876543,0.5164609053497943,0.28189300411522633
2024,36,김천,정정용,수원FC,43.2,0.84,362,4,91,179,92,21,116,225,160,123,79,3,430.0,0.2116279069767442,0.5232558139534884,0.37209302325581395
2024,36,수원FC,김은중,김천,56.8,0.85,521,8,93,275,153,40,206,275,192,203,126,3,612.0,0.15196078431372548,0.4493464052287582,0.3137254901960784
2024,36,광주,이정규,대전,60.1,0.84,393,2,42,193,158,31,178,184,133,138,122,1,467.0,0.08993576017130621,0.39400428265524623,0.284796573875803
2024,36,대전,황선홍,광주,39.9,0.79,278,4,46,130,102,18,120,140,94,100,84,5,351.0,0.13105413105413105,0.39886039886039887,0.2678062678062678
2024,36,대구,박창현,제주,45.7,0.78,281,7,43,161,77,46,90,145,105,92,84,6,360.0,0.11944444444444445,0.4027777777777778,0.2916666666666667
2024,36,제주,김학범,대구,54.3,0.86,405,8,52,240,113,33,130,242,159,155,91,4,470.0,0.11063829787234042,0.5148936170212766,0.3382978723404255
2024,37,수원FC,김은중,강원,44.1,0.83,335,8,71,171,93,37,139,159,128,105,102,4,403.0,0.1761786600496278,0.3945409429280397,0.3176178660049628
2024,37,강원,윤정환,수원FC,55.9,0.88,428,6,77,251,100,21,168,239,164,155,109,7,486.0,0.15843621399176955,0.49176954732510286,0.3374485596707819
2024,37,서울,김기동,울산,43,0.86,311,9,68,176,67,23,132,156,111,118,82,6,361.0,0.1883656509695291,0.43213296398891965,0.3074792243767313
2024,37,울산,김판곤,서울,57,0.87,507,10,109,229,169,32,135,340,169,194,144,5,582.0,0.1872852233676976,0.584192439862543,0.29037800687285226
2024,37,포항,박태하,김천,58.9,0.89,567,6,92,302,173,31,191,345,195,228,144,2,637.0,0.14442700156985872,0.5416012558869702,0.30612244897959184
