년도,라운드,구단,감독,상대,점유율,패스성공률(%),패스 성공,키패스,공격진영 패스,중앙지역 패스,수비진영 패스,롱패스,중거리패스,단거리패스,전방패스,횡패스,후방패스,크로스,패스,공격진영 패스 비율,단거리패스 비율,전방패스 비율
2023,1,울산,홍명보,전북,46,0.77,265,7,48,130,87,32,94,139,95,103,67,4,344.0,0.13953488372093023,0.40406976744186046,0.2761627906976744
2023,1,전북,김상식,울산,54,0.83,360,7,89,173,98,34,126,200,130,144,86,2,433.0,0.20554272517321015,0.4618937644341801,0.3002309468822171
2023,1,서울,안익수,인천,39.4,0.81,270,9,56,146,68,25,85,160,91,105,74,4,333.0,0.16816816816816818,0.4804804804804805,0.2732732732732733
2023,1,인천,조성환,서울,60.6,0.84,495,9,86,260,149,35,180,280,158,193,144,3,589.0,0.1460101867572156,0.47538200339558573,0.26825127334465193
2023,1,수원,이병근,광주,52.4,0.86,494,4,71,265,158,51,160,283,153,213,128,4,574.0,0.12369337979094076,0.4930313588850174,0.2665505226480836
2023,1,광주,이정효,수원,47.6,0.8,347,9,63,210,74,19,116,212,127,136,84,3,433.0,0.14549653579676675,0.4896073903002309,0.29330254041570436
2023,1,포항,김기동,대구,74.6,0.92,811,7,79,635,97,46,326,439,244,355,212,4,881.0,0.08967082860385925,0.4982973893303065,0.27695800227014755
2023,1,대구,최원권,포항,25.4,0.7,175,6,30,88,57,19,47,109,70,62,43,4,250.0,0.12,0.436,0.28
2023,1,제주,남기일,수원FC,60.8,0.87,488,9,89,316,83,56,162,270,156,206,126,7,560.0,0.15892857142857142,0.48214285714285715,0.2785714285714286
2023,1,수원FC,김도균,제주,39.2,0.79,286,5,32,150,104,42,81,163,122,97,67,2,362.0,0.08839779005524862,0.45027624309392267,0.3370165745856354
2023,1,대전,이민성,강원,46.7,0.81,386,7,67,207,112,35,119,232,150,146,90,0,476.0,0.1407563025210084,0.48739495798319327,0.31512605042016806
2023,1,강원,최용수,대전,53.3,0.85,494,4,90,314,90,34,195,265,172,210,112,5,581.0,0.1549053356282272,0.45611015490533563,0.29604130808950085
2023,2,인천,조성환,대전,48.8,0.82,404,18,144,188,72,29,115,260,144,148,112,12,492.0,0.2926829268292683,0.5284552845528455,0.2926829268292683
2023,2,대전,이민성,인천,51.2,0.81,397,8,54,250,93,35,152,210,134,169,94,6,490.0,0.11020408163265306,0.42857142857142855,0.27346938775510204
2023,2,수원FC,김도균,포항,49.6,0.78,372,5,59,216,97,32,127,213,116,145,111,5,476.0,0.12394957983193278,0.4474789915966387,0.24369747899159663
2023,2,포항,김기동,수원FC,50.4,0.78,373,5,59,215,99,36,127,210,131,137,105,4,478.0,0.12343096234309624,0.4393305439330544,0.27405857740585776
2023,2,대구,최원권,제주,41.9,0.81,250,8,47,129,74,28,85,137,117,79,54,4,308.0,0.1525974025974026,0.4448051948051948,0.37987012987012986
2023,2,제주,남기일,대구,58.1,0.83,381,7,68,244,69,33,120,228,127,147,107,0,459.0,0.14814814814814814,0.49673202614379086,0.2766884531590414
2023,2,전북,김상식,수원,46.2,0.78,310,5,54,163,93,25,104,181,123,119,68,1,397.0,0.13602015113350127,0.45591939546599497,0.30982367758186397
2023,2,수원,이병근,전북,53.8,0.81,373,16,90,181,102,29,130,214,153,132,88,5,460.0,0.1956521739130435,0.4652173913043478,0.33260869565217394
2023,2,강원,최용수,울산,48.5,0.81,400,6,82,218,100,25,157,218,152,145,103,7,493.0,0.1663286004056795,0.4421906693711968,0.30831643002028397
2023,2,울산,홍명보,강원,51.5,0.85,440,5,83,274,83,35,147,258,152,182,106,4,517.0,0.16054158607350097,0.4990328820116054,0.2940038684719536
2023,2,광주,이정효,서울,49.5,0.8,375,7,49,229,97,29,139,207,122,144,109,4,468.0,0.1047008547008547,0.4423076923076923,0.2606837606837607
2023,2,서울,안익수,광주,50.5,0.87,472,7,32,260,180,37,201,234,144,189,139,6,542.0,0.05904059040590406,0.4317343173431734,0.2656826568265683
2023,3,수원FC,김도균,수원,37.7,0.82,294,7,62,146,86,24,100,170,107,111,76,5,358.0,0.17318435754189945,0.4748603351955307,0.2988826815642458
2023,3,수원,이병근,수원FC,62.3,0.89,616,7,136,373,107,36,189,391,200,262,154,4,692.0,0.19653179190751446,0.565028901734104,0.28901734104046245
2023,3,대전,이민성,포항,57.2,0.85,522,7,102,343,77,31,183,308,178,204,140,5,614.0,0.16612377850162866,0.501628664495114,0.2899022801302932
2023,3,포항,김기동,대전,42.8,0.76,269,2,30,141,98,44,115,110,90,112,67,1,353.0,0.08498583569405099,0.311614730878187,0.254957507082153
2023,3,강원,최용수,대구,57.4,0.84,444,6,74,293,77,26,165,253,143,191,110,3,528.0,0.14015151515151514,0.4791666666666667,0.2708333333333333
2023,3,대구,최원권,강원,42.6,0.75,261,8,60,152,49,30,77,154,114,89,58,5,348.0,0.1724137931034483,0.4425287356321839,0.3275862068965517
2023,3,서울,안익수,울산,43.1,0.83,406,8,48,214,144,28,158,220,128,172,106,4,489.0,0.09815950920245399,0.4498977505112474,0.261758691206544
2023,3,울산,홍명보,서울,56.9,0.85,543,3,78,296,169,25,215,303,175,209,159,2,638.0,0.12225705329153605,0.47492163009404387,0.274294670846395
2023,3,전북,김상식,광주,45.9,0.83,359,8,53,192,114,34,131,194,112,147,100,4,432.0,0.12268518518518519,0.44907407407407407,0.25925925925925924
2023,3,광주,이정효,전북,54.1,0.84,379,2,69,206,104,22,136,221,133,138,108,4,451.0,0.15299334811529933,0.49002217294900224,0.29490022172949004
2023,3,인천,조성환,제주,41.1,0.76,303,7,66,155,82,22,95,186,118,104,81,4,398.0,0.1658291457286432,0.46733668341708545,0.2964824120603015
