년도,라운드,구단,감독,상대,점유율,패스성공률(%),패스 성공,키패스,공격진영 패스,중앙지역 패스,수비진영 패스,롱패스,중거리패스,단거리패스,전방패스,횡패스,후방패스,크로스,패스,공격진영 패스 비율,단거리패스 비율,전방패스 비율
2023,4,포항,김기동,강원,69.8,0.91,688,13,116,443,129,59,296,333,227,313,148,10,756.0,0.15343915343915343,0.44047619047619047,0.3002645502645503
2023,4,강원,최용수,포항,30.2,0.67,183,2,46,80,57,19,55,109,92,42,49,1,273.0,0.1684981684981685,0.3992673992673993,0.336996336996337
2023,4,광주,이정효,인천,44.3,0.84,379,8,60,220,99,30,137,212,147,128,104,4,451.0,0.13303769401330376,0.4700665188470067,0.3259423503325942
2023,4,인천,조성환,광주,55.7,0.87,549,5,64,326,159,33,207,309,163,222,164,5,631.0,0.10142630744849446,0.4896988906497623,0.2583201267828843
2023,4,제주,남기일,서울,52.7,0.74,325,6,85,190,50,26,94,205,118,100,107,7,439.0,0.19362186788154898,0.46697038724373574,0.26879271070615035
2023,4,서울,안익수,제주,47.3,0.76,306,4,39,159,108,23,124,159,109,117,80,4,402.0,0.09701492537313433,0.39552238805970147,0.27114427860696516
2023,4,대구,최원권,전북,29.2,0.65,122,9,19,59,44,18,40,64,63,33,26,6,187.0,0.10160427807486631,0.3422459893048128,0.33689839572192515
2023,4,전북,김상식,대구,70.8,0.89,553,11,100,387,66,36,210,307,187,251,115,10,621.0,0.1610305958132045,0.4943639291465378,0.30112721417069244
2023,4,수원,이병근,대전,57.6,0.87,459,10,74,263,122,28,157,274,159,188,112,4,527.0,0.14041745730550284,0.5199240986717267,0.301707779886148
2023,4,대전,이민성,수원,42.4,0.73,233,7,51,115,67,30,73,130,92,75,66,3,319.0,0.15987460815047022,0.40752351097178685,0.2884012539184953
2023,4,울산,홍명보,수원FC,62.5,0.9,607,11,162,322,123,35,224,348,198,250,159,9,674.0,0.2403560830860534,0.516320474777448,0.29376854599406527
2023,4,수원FC,김도균,울산,37.5,0.79,300,3,40,160,100,34,114,152,103,112,85,3,379.0,0.10554089709762533,0.40105540897097625,0.2717678100263852
2023,5,전북,김상식,포항,35.8,0.8,285,6,48,156,81,25,90,170,113,109,63,2,356.0,0.1348314606741573,0.47752808988764045,0.31741573033707865
2023,5,포항,김기동,전북,64.2,0.86,577,5,67,341,169,38,279,260,188,239,150,3,670.0,0.1,0.3880597014925373,0.28059701492537314
2023,5,인천,조성환,대구,70.2,0.9,681,2,85,510,86,31,283,367,190,312,179,2,756.0,0.11243386243386243,0.48544973544973546,0.25132275132275134
2023,5,대구,최원권,인천,29.8,0.68,182,2,32,92,58,21,46,115,72,70,40,2,267.0,0.1198501872659176,0.4307116104868914,0.2696629213483146
2023,5,광주,이정효,수원FC,51.7,0.84,343,9,45,205,93,24,119,200,140,128,75,4,408.0,0.11029411764705882,0.49019607843137253,0.3431372549019608
2023,5,수원FC,김도균,광주,48.3,0.85,372,8,42,208,122,42,139,191,129,141,102,7,437.0,0.09610983981693363,0.43707093821510296,0.2951945080091533
2023,5,대전,이민성,서울,48.3,0.8,331,9,114,148,69,40,95,196,111,116,104,7,413.0,0.27602905569007263,0.4745762711864407,0.2687651331719128
2023,5,서울,안익수,대전,51.7,0.82,408,7,69,236,103,44,162,202,145,150,113,5,497.0,0.13883299798792756,0.40643863179074446,0.2917505030181087
2023,5,제주,남기일,울산,42.3,0.83,332,9,42,193,97,23,100,209,121,138,73,5,400.0,0.105,0.5225,0.3025
2023,5,울산,홍명보,제주,57.7,0.88,548,10,94,304,150,40,179,329,195,213,140,5,622.0,0.15112540192926044,0.5289389067524116,0.3135048231511254
2023,5,수원,이병근,강원,52.1,0.87,495,5,68,306,121,45,180,270,157,221,117,4,568.0,0.11971830985915492,0.4753521126760563,0.2764084507042254
2023,5,강원,최용수,수원,47.9,0.85,449,7,51,286,112,25,190,234,133,210,106,3,528.0,0.09659090909090909,0.4431818181818182,0.2518939393939394
2023,6,울산,홍명보,수원,47.1,0.86,378,5,62,196,120,27,134,217,129,143,106,5,439.0,0.14123006833712984,0.49430523917995445,0.2938496583143508
2023,6,수원,이병근,울산,52.9,0.85,419,9,63,242,114,35,140,244,144,171,104,8,492.0,0.12804878048780488,0.4959349593495935,0.2926829268292683
2023,6,서울,안익수,대구,59.7,0.88,595,7,74,319,202,33,226,336,194,246,155,4,676.0,0.10946745562130178,0.4970414201183432,0.2869822485207101
2023,6,대구,최원권,서울,40.3,0.8,313,10,96,137,80,30,104,179,119,111,83,11,391.0,0.24552429667519182,0.4578005115089514,0.30434782608695654
2023,6,포항,김기동,광주,38.8,0.82,309,4,40,163,106,34,119,156,103,114,92,4,376.0,0.10638297872340426,0.4148936170212766,0.27393617021276595
2023,6,광주,이정효,포항,61.2,0.86,432,2,69,219,144,19,170,243,151,191,90,1,502.0,0.13745019920318724,0.48406374501992033,0.300796812749004
2023,6,전북,김상식,인천,53,0.84,468,3,59,299,110,26,159,283,148,189,131,2,557.0,0.1059245960502693,0.5080789946140036,0.26570915619389585
2023,6,인천,조성환,전북,47,0.83,453,5,74,253,126,34,144,275,159,175,119,4,545.0,0.13577981651376148,0.5045871559633027,0.29174311926605506
2023,6,강원,최용수,제주,45,0.69,245,8,51,142,52,32,85,128,99,75,71,2,355.0,0.14366197183098592,0.36056338028169016,0.27887323943661974
2023,6,제주,남기일,강원,55,0.78,328,5,57,188,83,33,97,198,128,120,80,3,420.0,0.1357142857142857,0.4714285714285714,0.3047619047619048
2023,6,수원FC,김도균,대전,62.2,0.86,444,11,90,247,107,58,164,222,174,171,99,7,516.0,0.1744186046511628,0.43023255813953487,0.3372093023255814
2023,6,대전,이민성,수원FC,37.8,0.74,231,4,42,125,64,21,60,150,97,63,71,2,312.0,0.1346153846153846,0.4807692307692308,0.3108974358974359
2023,7,수원,이병근,제주,50.2,0.85,396,4,46,221,129,45,162,189,139,168,89,7,465.0,0.0989247311827957,0.4064516129032258,0.2989247311827957
2023,7,제주,남기일,수원,49.8,0.81,363,6,54,207,102,37,85,241,109,158,96,5,448.0,0.12053571428571429,0.5379464285714286,0.24330357142857142
2023,7,포항,김기동,서울,57.5,0.88,553,6,97,332,124,47,190,316,164,235,154,5,628.0,0.15445859872611464,0.5031847133757962,0.2611464968152866
2023,7,서울,안익수,포항,42.5,0.83,371,3,43,144,184,27,153,191,137,133,101,2,446.0,0.09641255605381166,0.4282511210762332,0.3071748878923767
2023,7,수원FC,김도균,전북,51.6,0.84,423,11,92,223,108,39,175,209,137,169,117,6,503.0,0.18290258449304175,0.415506958250497,0.27236580516898606
2023,7,전북,김상식,수원FC,48.4,0.88,463,4,66,294,103,32,160,271,178,177,108,5,526.0,0.12547528517110265,0.5152091254752852,0.33840304182509506
2023,7,강원,최용수,인천,53.1,0.81,416,2,62,245,109,27,165,224,150,163,103,6,513.0,0.12085769980506822,0.43664717348927873,0.29239766081871343
2023,7,인천,조성환,강원,46.9,0.77,363,4,50,204,109,24,116,223,140,131,92,4,471.0,0.10615711252653928,0.4734607218683652,0.29723991507430997
2023,7,대전,이민성,울산,49.4,0.79,355,6,95,183,77,30,110,215,116,133,106,3,449.0,0.21158129175946547,0.47884187082405344,0.2583518930957684
2023,7,울산,홍명보,대전,50.6,0.82,446,6,97,247,102,28,138,280,170,172,104,7,543.0,0.17863720073664824,0.5156537753222836,0.31307550644567217
2023,7,대구,최원권,광주,45,0.82,359,10,47,212,100,24,149,186,126,145,88,6,437.0,0.10755148741418764,0.425629290617849,0.28832951945080093
