년도,라운드,구단,감독,상대,점유율,패스성공률(%),패스 성공,키패스,공격진영 패스,중앙지역 패스,수비진영 패스,롱패스,중거리패스,단거리패스,전방패스,횡패스,후방패스,크로스,패스,공격진영 패스 비율,단거리패스 비율,전방패스 비율
2023,10,서울,안익수,수원FC,59.3,0.88,529,9,114,330,85,43,191,295,173,215,141,9,601.0,0.1896838602329451,0.4908485856905158,0.2878535773710483
2023,10,전북,김두현,강원,70.6,0.85,545,6,108,379,58,47,188,310,181,233,131,6,641.0,0.1684867394695788,0.4836193447737909,0.2823712948517941
2023,10,강원,최용수,전북,29.4,0.63,142,0,34,77,31,11,43,88,63,41,38,0,225.0,0.1511111111111111,0.39111111111111113,0.28
2023,10,대전,이민성,제주,61.1,0.85,467,4,100,259,108,33,163,271,176,177,114,2,549.0,0.18214936247723132,0.4936247723132969,0.3205828779599271
2023,10,제주,남기일,대전,38.9,0.73,204,10,59,97,48,22,66,116,86,76,42,5,279.0,0.2114695340501792,0.4157706093189964,0.30824372759856633
2023,10,포항,김기동,인천,49.8,0.84,385,4,37,227,121,36,154,195,122,164,99,3,458.0,0.08078602620087336,0.425764192139738,0.2663755458515284
2023,10,인천,조성환,포항,50.2,0.86,436,5,75,275,86,30,153,253,146,162,128,3,506.0,0.1482213438735178,0.5,0.2885375494071146
2023,10,수원,최성용,대구,68.8,0.86,594,8,96,425,73,36,216,342,180,278,136,4,690.0,0.1391304347826087,0.4956521739130435,0.2608695652173913
2023,10,대구,최원권,수원,31.2,0.69,186,5,42,86,58,19,50,117,83,68,35,3,269.0,0.15613382899628253,0.4349442379182156,0.30855018587360594
2023,10,울산,홍명보,광주,50.2,0.89,500,8,98,259,143,23,194,283,137,227,136,4,561.0,0.1746880570409982,0.5044563279857398,0.24420677361853832
2023,10,광주,이정효,울산,49.8,0.89,434,7,75,207,152,28,144,262,149,180,105,4,487.0,0.1540041067761807,0.5379876796714579,0.3059548254620123
2023,11,대구,최원권,울산,29.2,0.76,221,6,42,113,66,24,77,120,99,82,40,4,290.0,0.14482758620689656,0.41379310344827586,0.3413793103448276
2023,11,울산,홍명보,대구,70.8,0.9,818,4,95,571,152,31,278,509,249,356,213,2,908.0,0.10462555066079295,0.5605726872246696,0.27422907488986786
2023,11,서울,안익수,전북,72,0.9,594,11,54,325,215,41,266,287,190,246,158,10,660.0,0.08181818181818182,0.4348484848484849,0.2878787878787879
2023,11,전북,김두현,서울,28,0.61,131,3,42,60,29,12,46,73,60,40,31,3,214.0,0.19626168224299065,0.3411214953271028,0.2803738317757009
2023,11,인천,조성환,수원,60.2,0.79,388,8,68,227,93,41,152,195,131,148,109,7,491.0,0.1384928716904277,0.3971486761710794,0.2668024439918534
2023,11,수원,최성용,인천,39.8,0.72,213,2,45,116,52,11,77,125,86,82,45,4,295.0,0.15254237288135594,0.423728813559322,0.29152542372881357
2023,11,제주,남기일,포항,46.6,0.84,318,3,78,169,71,28,110,180,105,133,80,2,378.0,0.20634920634920634,0.47619047619047616,0.2777777777777778
2023,11,포항,김기동,제주,53.4,0.85,416,11,66,212,138,40,161,215,157,154,105,7,489.0,0.13496932515337423,0.4396728016359918,0.3210633946830266
2023,11,수원FC,김도균,강원,50.2,0.82,338,10,49,177,112,34,126,178,141,112,85,3,412.0,0.11893203883495146,0.4320388349514563,0.3422330097087379
2023,11,강원,최용수,수원FC,49.8,0.85,392,8,87,231,74,30,147,215,153,144,95,12,461.0,0.18872017353579176,0.46637744034707157,0.3318872017353579
2023,11,광주,이정효,대전,59.4,0.85,384,5,54,215,115,32,157,195,143,150,91,5,451.0,0.1197339246119734,0.43237250554323725,0.3170731707317073
2023,11,대전,이민성,광주,40.6,0.7,192,4,47,98,47,31,63,98,75,54,63,1,274.0,0.17153284671532848,0.35766423357664234,0.2737226277372263

