년도,라운드,구단,감독,상대,점유율,패스성공률(%),패스 성공,키패스,공격진영 패스,중앙지역 패스,수비진영 패스,롱패스,중거리패스,단거리패스,전방패스,횡패스,후방패스,크로스,패스,공격진영 패스 비율,단거리패스 비율,전방패스 비율
2024,34,김포,고정운,충남아산,35,0.65,185,3,24,81,80,26,56,103,73,59,53,1,284.0,0.08450704225352113,0.3626760563380282,0.25704225352112675
2024,34,충남아산,김현석,김포,65,0.85,474,8,95,290,89,29,186,259,198,170,106,4,557.0,0.17055655296229802,0.4649910233393178,0.35547576301615796
2024,34,천안,김태완,경남,40.2,0.82,325,11,63,161,101,23,119,183,120,123,82,4,396.0,0.1590909090909091,0.4621212121212121,0.30303030303030304
2024,34,경남,권우경,천안,59.8,0.89,523,8,73,348,102,41,207,275,180,225,118,3,587.0,0.12436115843270869,0.4684838160136286,0.30664395229982966
2024,34,부천,민영기,충북청주,53.1,0.84,394,8,51,266,77,28,141,225,112,191,91,4,469.0,0.10874200426439233,0.47974413646055436,0.23880597014925373
2024,34,충북청주,권오규,부천,46.9,0.82,363,5,38,213,112,22,110,231,154,117,92,1,442.0,0.08597285067873303,0.5226244343891403,0.34841628959276016
2024,34,성남,전경준,전남,41,0.88,402,6,66,198,138,22,130,250,153,161,88,4,456.0,0.14473684210526316,0.5482456140350878,0.3355263157894737
2024,34,전남,김영욱,성남,59,0.91,516,5,56,369,91,38,213,265,186,205,125,3,567.0,0.09876543209876543,0.4673721340388007,0.328042328042328
2024,34,수원,변성환,안양,49.7,0.85,392,5,64,227,101,25,180,187,125,175,92,3,461.0,0.13882863340563992,0.40563991323210413,0.27114967462039047
2024,34,안양,유병훈,수원,50.3,0.81,373,7,75,236,62,31,150,192,111,167,95,3,460.0,0.16304347826086957,0.41739130434782606,0.24130434782608695
2024,35,부천,이영민,수원,49,0.87,371,10,71,214,86,21,152,198,122,164,85,9,426.0,0.16666666666666666,0.4647887323943662,0.2863849765258216
2024,35,수원,변성환,부천,51,0.86,380,6,62,184,134,39,144,197,128,142,110,7,441.0,0.14058956916099774,0.4467120181405896,0.29024943310657597
2024,35,전남,김영욱,안산,65.1,0.9,537,6,127,308,102,27,224,286,194,227,116,4,596.0,0.21308724832214765,0.4798657718120805,0.32550335570469796
2024,35,안산,이관우,전남,34.9,0.79,294,6,58,128,108,30,72,192,113,108,73,3,372.0,0.15591397849462366,0.5161290322580645,0.30376344086021506
2024,35,충북청주,권오규,김포,55.5,0.84,449,5,86,230,133,18,157,274,165,183,101,2,534.0,0.16104868913857678,0.5131086142322098,0.3089887640449438
2024,35,김포,고정운,충북청주,44.5,0.76,275,8,46,168,61,24,101,150,97,111,67,5,361.0,0.12742382271468145,0.4155124653739612,0.26869806094182824
2024,35,성남,전경준,충남아산,52.6,0.86,466,4,83,262,121,22,126,318,165,183,118,3,541.0,0.1534195933456562,0.5878003696857671,0.3049907578558225
2024,35,충남아산,김현석,성남,47.4,0.85,359,11,58,193,108,32,167,160,133,151,75,5,422.0,0.13744075829383887,0.3791469194312796,0.31516587677725116
2024,35,천안,김태완,서울E,55.5,0.87,521,6,42,267,212,22,195,304,177,224,120,4,598.0,0.07023411371237458,0.5083612040133779,0.2959866220735786
2024,35,서울E,김도균,천안,44.5,0.85,350,5,64,200,86,31,125,194,143,121,86,3,411.0,0.15571776155717762,0.4720194647201946,0.34793187347931875
2024,35,안양,유병훈,부산,43.8,0.81,353,8,70,191,92,24,114,215,140,128,85,1,435.0,0.16091954022988506,0.4942528735632184,0.3218390804597701
2024,35,부산,조성환,안양,56.2,0.86,512,6,84,304,124,36,163,313,167,217,128,6,595.0,0.1411764705882353,0.5260504201680672,0.280672268907563
