년도,라운드,구단,감독,상대,점유율,패스성공률(%),패스 성공,키패스,공격진영 패스,중앙지역 패스,수비진영 패스,롱패스,중거리패스,단거리패스,전방패스,횡패스,후방패스,크로스,패스,공격진영 패스 비율,단거리패스 비율,전방패스 비율
2024,18,충남아산,김현석,경남,42,0.87,383,9,65,178,140,35,158,190,130,134,119,4,440.0,0.14772727272727273,0.4318181818181818,0.29545454545454547
2024,18,경남,박동혁,충남아산,58,0.91,579,4,95,400,84,30,219,330,175,260,144,2,636.0,0.14937106918238993,0.5188679245283019,0.2751572327044025
2024,18,수원,변성환,성남,52.1,0.86,426,10,73,256,97,36,174,216,146,180,100,3,495.0,0.14747474747474748,0.43636363636363634,0.29494949494949496
2024,18,성남,최철우,수원,47.9,0.86,368,9,62,194,112,30,137,201,127,151,90,7,427.0,0.1451990632318501,0.4707259953161593,0.297423887587822
2024,18,안양,유병훈,서울E,42.3,0.83,321,9,47,192,82,22,144,155,116,118,87,6,386.0,0.12176165803108809,0.4015544041450777,0.3005181347150259
2024,18,서울E,김도균,안양,57.7,0.88,461,4,83,274,104,28,172,261,155,207,99,2,523.0,0.1586998087954111,0.49904397705544934,0.29636711281070743
2024,18,김포,고정운,부산,40.5,0.82,353,7,68,212,73,46,124,183,127,138,88,2,430.0,0.15813953488372093,0.4255813953488372,0.29534883720930233
2024,18,부산,박진섭,김포,59.5,0.9,591,11,102,373,116,24,216,351,222,231,138,10,656.0,0.15548780487804878,0.5350609756097561,0.3384146341463415
2024,18,부천,이영민,충북청주,63.8,0.82,376,5,55,185,136,34,156,186,125,151,100,5,458.0,0.12008733624454149,0.40611353711790393,0.27292576419213976
2024,18,충북청주,최윤겸,부천,36.2,0.79,227,9,47,107,73,23,78,126,104,83,40,4,287.0,0.16376306620209058,0.43902439024390244,0.3623693379790941
2024,18,안산,김대열,천안,55.6,0.82,403,3,58,233,112,41,152,210,117,182,104,2,491.0,0.11812627291242363,0.42769857433808556,0.23828920570264767
2024,18,천안,김태완,안산,44.4,0.77,261,9,24,147,90,24,132,105,93,105,63,7,338.0,0.07100591715976332,0.3106508875739645,0.27514792899408286
2024,19,경남,박동혁,안양,49.6,0.8,304,13,54,183,67,23,117,164,92,129,83,3,380.0,0.14210526315789473,0.43157894736842106,0.24210526315789474
2024,19,안양,김연건,경남,50.4,0.83,384,4,47,247,90,36,150,198,138,151,95,2,462.0,0.10173160173160173,0.42857142857142855,0.2987012987012987
2024,19,전남,이장관,수원,51.1,0.81,358,7,66,194,98,33,144,181,134,124,100,6,441.0,0.14965986394557823,0.41043083900226757,0.30385487528344673
2024,19,수원,변성환,전남,48.9,0.86,427,14,74,250,103,27,179,221,155,171,101,7,496.0,0.14919354838709678,0.44556451612903225,0.3125
2024,19,성남,최철우,충남아산,56.3,0.9,575,5,122,353,100,34,230,311,184,263,128,5,638.0,0.19122257053291536,0.48746081504702193,0.2884012539184953
2024,19,충남아산,김현석,성남,43.7,0.84,383,9,47,200,136,40,148,195,122,148,113,3,455.0,0.10329670329670329,0.42857142857142855,0.2681318681318681
2024,19,김포,고정운,충북청주,46.2,0.73,257,6,75,138,44,29,105,123,92,86,79,9,352.0,0.21306818181818182,0.3494318181818182,0.26136363636363635
2024,19,충북청주,최윤겸,김포,53.8,0.83,388,2,25,203,160,27,137,224,147,138,103,0,467.0,0.05353319057815846,0.4796573875802998,0.3147751605995717
2024,19,서울E,김도균,안산,61.2,0.89,596,8,158,345,93,33,220,343,207,246,143,8,669.0,0.23617339312406577,0.5127055306427504,0.3094170403587444
2024,19,안산,송한복,서울E,38.8,0.78,314,7,35,139,140,32,90,192,98,137,79,4,402.0,0.08706467661691543,0.47761194029850745,0.24378109452736318
2024,19,천안,김태완,부천,51.1,0.77,304,7,49,186,69,34,119,151,122,127,55,5,394.0,0.12436548223350254,0.383248730964467,0.3096446700507614
2024,19,부천,이영민,천안,48.9,0.82,332,6,64,185,83,18,106,208,111,132,89,1,404.0,0.15841584158415842,0.5148514851485149,0.2747524752475248
2024,20,김포,고정운,천안,49.6,0.74,259,5,47,149,63,42,90,127,93,101,65,4,350.0,0.13428571428571429,0.3628571428571429,0.26571428571428574
2024,20,천안,김태완,김포,50.4,0.72,242,5,36,123,83,26,83,133,94,80,68,4,336.0,0.10714285714285714,0.3958333333333333,0.27976190476190477
2024,20,부산,박진섭,성남,68.6,0.87,595,11,169,341,85,26,194,375,210,243,142,8,683.0,0.24743777452415813,0.5490483162518301,0.3074670571010249
2024,20,성남,강승조,부산,31.4,0.73,206,3,24,107,75,21,46,139,72,78,56,2,282.0,0.0851063829787234,0.4929078014184397,0.2553191489361702
2024,20,수원,변성환,안산,57.4,0.87,509,13,101,320,88,27,225,257,167,222,120,3,585.0,0.17264957264957265,0.4393162393162393,0.28547008547008546
2024,20,안산,임관식,수원,42.6,0.83,313,2,45,176,92,25,100,188,115,115,83,0,377.0,0.11936339522546419,0.4986737400530504,0.3050397877984085
2024,20,부천,이영민,안양,50.7,0.83,318,5,41,175,102,28,93,197,116,127,75,5,383.0,0.10704960835509138,0.5143603133159269,0.3028720626631854
2024,20,안양,유병훈,부천,49.3,0.85,346,12,93,190,63,37,103,206,143,120,83,8,407.0,0.2285012285012285,0.5061425061425061,0.35135135135135137
2024,20,경남,박동혁,전남,51.5,0.82,377,8,61,222,94,34,147,196,124,157,96,6,459.0,0.1328976034858388,0.42701525054466233,0.2701525054466231
2024,20,전남,이장관,경남,48.5,0.81,325,5,42,181,102,35,115,175,126,102,97,4,401.0,0.10473815461346633,0.43640897755610975,0.314214463840399
2024,20,충남아산,김현석,서울E,45.4,0.83,334,5,55,170,109,46,134,154,122,136,76,3,402.0,0.13681592039800994,0.38308457711442784,0.3034825870646766
2024,20,서울E,김도균,충남아산,54.6,0.9,452,11,95,264,93,37,149,266,159,206,87,10,502.0,0.1892430278884462,0.5298804780876494,0.31673306772908366
2024,21,김포,고정운,충남아산,55.2,0.8,329,11,56,216,57,56,121,152,121,139,69,10,411.0,0.1362530413625304,0.36982968369829683,0.2944038929440389
2024,21,충남아산,김현석,김포,44.8,0.81,285,6,29,150,106,30,120,135,109,103,73,3,351.0,0.08262108262108261,0.38461538461538464,0.31054131054131057
2024,21,부산,박진섭,부천,63.5,0.86,517,14,121,301,95,24,168,325,193,213,111,7,601.0,0.20133111480865223,0.540765391014975,0.3211314475873544
2024,21,부천,민영기,부산,36.5,0.71,229,7,37,140,52,16,73,140,77,88,64,1,322.0,0.11490683229813664,0.43478260869565216,0.2391304347826087
2024,21,충북청주,최윤겸,서울E,63,0.91,594,9,101,355,138,39,228,327,203,248,143,7,652.0,0.1549079754601227,0.5015337423312883,0.3113496932515337
2024,21,서울E,김도균,충북청주,37,0.82,265,4,34,168,63,32,91,142,96,93,76,5,323.0,0.10526315789473684,0.43962848297213625,0.29721362229102166
2024,21,안산,임관식,전남,51.5,0.89,563,8,68,362,133,37,238,288,168,269,126,5,632.0,0.10759493670886076,0.45569620253164556,0.26582278481012656
2024,21,전남,이장관,안산,48.5,0.86,424,7,61,222,141,30,134,260,134,163,127,1,493.0,0.12373225152129817,0.5273833671399595,0.2718052738336714
2024,21,안양,유병훈,천안,44.7,0.84,372,8,60,199,113,19,120,233,148,146,78,4,442.0,0.13574660633484162,0.5271493212669683,0.334841628959276
2024,21,천안,김태완,안양,55.3,0.84,412,4,77,237,98,30,172,210,159,149,104,4,490.0,0.15714285714285714,0.42857142857142855,0.32448979591836735
2024,21,성남,최철우,경남,59.9,0.86,441,10,92,238,111,32,191,218,155,176,110,9,512.0,0.1796875,0.42578125,0.302734375
2024,21,경남,박동혁,성남,40.1,0.77,251,11,36,130,85,28,104,119,102,87,62,6,325.0,0.11076923076923077,0.36615384615384616,0.31384615384615383
2024,22,전남,이장관,충남아산,53.7,0.86,465,8,25,240,200,38,187,240,159,182,124,5,540.0,0.046296296296296294,0.4444444444444444,0.29444444444444445
2024,22,충남아산,김현석,전남,46.3,0.85,409,5,71,276,62,31,142,236,163,143,103,4,481.0,0.14760914760914762,0.49064449064449067,0.3388773388773389
2024,22,충북청주,최윤겸,안산,56.3,0.91,575,10,108,334,133,31,189,355,195,226,154,0,631.0,0.17115689381933438,0.5625990491283677,0.3090332805071315
2024,22,안산,송경섭,충북청주,43.7,0.84,364,5,21,190,153,33,147,184,117,166,81,4,433.0,0.04849884526558892,0.42494226327944573,0.2702078521939954
